"rownum","Id","ChestsKey","UniqueChestsKey","MinLevel","MaxLevel","Weight","i32"
0,"CurrencyRoom1",691,"",1,100,2400,0
1,"CurrencyRoom2",692,"",1,100,2400,0
2,"CurrencyRoom4",695,"",1,100,1200,2
3,"CurrencyRoom5",696,"",68,100,20,1
4,"CurrencyRoom6",697,"",1,100,1200,2
5,"CurrencyRoom7",693,"",1,100,2400,0
6,"CurrencyRoom8",698,"",75,100,200,1
7,"CurrencyRoom9",699,"",50,100,40,1
8,"CurrencyRoom10",700,"",68,100,1,1
9,"CurrencyRoom11",702,"",1,100,1200,2
10,"CurrencyRoom12",703,"",68,100,200,2
11,"CurrencyRoom13",704,"",80,100,20,1
12,"ChestsRoom1",585,"",1,100,2400,0
13,"ChestsRoom2",586,"",1,100,2400,0
14,"ChestsRoom3",587,"",1,100,2400,0
15,"ChestsRoom4",588,"",1,100,200,1
16,"ChestsRoom5",589,"",68,100,1,1
17,"ChestsRoom8",592,"",68,100,200,1
18,"ChestsRoom9",593,"",80,100,40,1
19,"ChestsRoom11",594,"",1,100,1200,1
20,"ChestsRoom12",595,"",68,100,40,1
21,"ChestsRoom14",599,"",73,100,40,1
22,"ChestsRoom29",612,"",1,100,1200,2
23,"ChestsRoom30",613,"",68,100,1200,2
24,"ChestsRoom31",614,"",1,100,1200,2
25,"ChestsRoom32",615,"",1,100,1200,2
26,"ChestsRoom33",616,"",1,100,1200,2
27,"ChestsRoom34",617,"",1,100,1200,2
28,"TrinketsRoom1",667,"",1,100,1200,0
29,"TrinketsRoom2",670,"",1,100,400,0
30,"TrinketsRoom3",683,"",60,100,60,0
31,"TrinketsRoom4",684,"",60,100,12,0
32,"TrinketsRoom5",685,"",55,100,35,0
33,"TrinketsRoom6",682,"",81,100,15,0
34,"TrinketsRoom8",690,"",80,100,175,0
35,"TrinketsRoom9",687,"",68,100,60,0
36,"TrinketsRoom10",688,"",80,100,6,0
37,"TrinketsRoom11",689,"",1,100,50,0
38,"TrinketsRoom12",679,"",46,100,100,0
39,"TrinketsRoom14",676,"",40,100,200,0
