"rownum","Id","i32","[rid]"
0,"absolution_blast",0,[5516]
1,"vaal_absolution_blast",0,[9611]
2,"flame_golem",-4,[9176]
3,"flame_golem",-3,[9143]
4,"flame_golem",-2,[8032]
5,"flame_golem",-1,[4353]
6,"flame_golem",0,[4352]
7,"flame_golem",1,[4354]
8,"flame_golem_monster",1,[4367]
9,"lightning_golem",-4,[9178]
10,"lightning_golem",-3,[9145]
11,"lightning_golem",-2,[8034]
12,"lightning_golem",-1,[4388]
13,"lightning_golem",0,[4383]
14,"lightning_golem",1,[4384]
15,"ice_golem_monster",1,[4342]
16,"ice_golem",-4,[9175]
17,"ice_golem",-3,[9142]
18,"ice_golem",-2,[8031]
19,"ice_golem",-1,[4340]
20,"ice_golem",0,[4338]
21,"ice_golem",1,[4339]
22,"stone_golem",-4,[9179]
23,"stone_golem",-3,[9146]
24,"stone_golem",-2,[8035]
25,"stone_golem",-1,[4641]
26,"stone_golem",0,[4640]
27,"chaos_golem_monster",1,[4125]
28,"chaos_golem",-4,[9177]
29,"chaos_golem",-3,[9144]
30,"chaos_golem",-2,[8033]
31,"chaos_golem",-1,[4381]
32,"chaos_golem",0,[4379]
33,"bone_golem",0,[7999]
34,"bone_golem",1,[8345]
35,"bone_golem",2,[8786]
36,"bone_golem",3,[8798]
37,"agony_crawler",0,[7035]
38,"agony_crawler",1,[7035]
39,"agony_crawler",2,[7035]
40,"agony_crawler",3,[7035]
41,"agony_crawler",4,[7035]
42,"agony_crawler",5,[7035]
43,"agony_crawler",6,[7035]
44,"agony_crawler",7,[7035]
45,"agony_crawler",8,[7035]
46,"agony_crawler",9,[7035]
47,"agony_crawler",10,[7207]
48,"agony_crawler",11,[7037]
49,"agony_crawler",12,[7036]
50,"agony_crawler",13,[7504]
51,"agony_crawler",14,[7688]
52,"agony_crawler",15,[8059]
53,"agony_crawler",16,[8343]
54,"agony_crawler",17,[8346]
55,"agony_crawler",18,[8570]
56,"agony_crawler",19,[8784]
57,"agony_crawler",20,[8836]
58,"purity_champion",0,[1362]
59,"purity_champion",1,[1362]
60,"purity_champion",2,[1362]
61,"purity_champion",3,[1362]
62,"purity_champion",4,[1362]
63,"purity_champion",5,[1362]
64,"purity_champion",6,[1362]
65,"purity_champion",7,[1362]
66,"purity_champion",8,[1362]
67,"purity_champion",9,[1362]
68,"purity_champion",10,[7208]
69,"purity_champion",11,[1365]
70,"purity_champion",12,[1366]
71,"purity_champion",13,[7505]
72,"purity_champion",14,[7689]
73,"purity_champion",15,[8060]
74,"purity_champion",16,[8344]
75,"purity_champion",17,[8347]
76,"purity_champion",18,[8571]
77,"purity_champion",19,[8785]
78,"purity_champion",20,[8837]
79,"tornado",0,[9238]
80,"tornado",1,[9438]
81,"triggered_summon_spider",0,[5508]
82,"triggered_summon_spider",1,[5509]
83,"raging_spirit",0,[3172]
84,"raging_spirit",1,[3173]
85,"raging_spirit",2,[3174]
86,"raging_spirit",3,[3175]
87,"raging_spirit",4,[3176]
88,"raging_spirit",5,[8008]
89,"raging_spirit",6,[3177]
90,"raging_spirit",7,[9033]
91,"raging_spirit",8,[9261]
92,"raging_spirit",9,[9262]
93,"raging_spirit",10,[9482]
94,"raging_spirit_monster",0,[3180]
95,"raging_spirit_monster",1,[3181]
96,"raging_spirit_monster",2,[3183]
97,"raging_spirit_monster",3,[3184]
98,"raging_spirit_monster",4,[3185]
99,"raging_spirit_monster",5,[8008]
100,"raging_spirit_monster",8,[9261]
101,"raging_spirit_monster",9,[9262]
102,"raging_spirit_monster",10,[9482]
103,"triggerbot",0,[8001]
104,"dominating_blow",0,[1361]
105,"dominating_blow",1,[8582]
106,"vaal_dominating_blow",0,[9612]
107,"vaal_dominating_blow",1,[9613]
108,"guardian_relic_fire",0,[7045]
109,"guardian_relic_cold",0,[7046]
110,"guardian_relic_lightning",0,[7047]
111,"radiant_sentinel",0,[1363]
112,"radiant_sentinel_ruthless",0,[1364]
113,"voodoo_doll",0,[10089]
114,"sacred_wisp",0,[10100]
