version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,722,51,36822,36826,44270
4.1.1.3,724,51,36924,36928,44418
4.2.0.1,835,51,42585,42589,48590
4.2.0.7,836,51,42636,42640,48632
4.2.1.1,849,51,43299,43303,49378
4.2.1.3,851,51,43401,43405,49532
4.2.1.7,853,51,43503,43507,49674
4.3.0.1,867,51,44217,44221,50422
4.3.0.4,869,51,44319,44323,50574
4.3.1.1,871,51,44421,44425,50690
4.3.1.3,873,51,44523,44527,50856
4.3.1.4,874,51,44574,44578,50948
4.3.1.5,876,51,44676,44680,51056
4.4.0.1.3,886,51,45186,45190,51850
4.4.0.2,888,51,45288,45292,51958
4.4.0.3,889,51,45339,45343,52008
4.4.0.7.5,892,51,45492,45496,52216
4.4.0.8,893,51,45543,45547,52254
4.4.0.13,896,51,45696,45700,52416
4.5.0.2,936,51,47736,47740,54576
4.5.2.1.2,935,51,47685,47689,54510
