version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,2597,348,903756,903760,442456
4.1.0.11,2597,348,903756,903760,442492
4.1.1.1,2596,348,903408,903412,442500
4.2.0.1,2727,348,948996,949000,460262
4.2.0.3,2727,348,948996,949000,460294
4.2.0.5.2,2728,348,949344,949348,460460
4.2.0.6,2728,348,949344,949348,460670
4.2.0.7,2729,348,949692,949696,460942
4.2.0.11,2729,348,949692,949696,460974
4.2.1.1,2742,348,954216,954220,462846
4.3.0.1,2959,350,1035650,1035654,497998
4.3.0.2,2959,350,1035650,1035654,498002
4.3.0.3,2959,350,1035650,1035654,498336
4.3.0.4,2959,350,1035650,1035654,498382
4.3.1.5,2958,350,1035300,1035304,498262
4.4.0.1.3,3050,351,1070550,1070554,516908
4.4.0.3,3051,351,1070901,1070905,516992
4.4.0.7.5,3052,351,1071252,1071256,517054
4.4.0.10,3053,351,1071603,1071607,517228
4.5.0.2,3207,351,1125657,1125661,549432
4.5.0.3.2,3207,351,1125657,1125661,549416
