version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,16742,134,2243428,2243432,5321038
4.1.1.1,16742,134,2243428,2243432,5321076
4.1.1.3,16742,134,2243428,2243432,5321738
4.1.1.8,16742,134,2243428,2243432,5321740
4.1.1.11,17882,134,2396188,2396192,5648880
4.2.0.1,19688,134,2638192,2638196,6282552
4.2.1.1,19696,134,2639264,2639268,6284536
4.2.1.7,19808,134,2654272,2654276,6315652
4.3.0.1,20158,143,2882594,2882598,6680702
4.3.0.4,20158,143,2882594,2882598,6680958
4.3.1.1,20175,143,2885025,2885029,6687178
4.3.1.3,20453,143,2924779,2924783,6774866
4.3.1.4,20560,143,2940080,2940084,6805424
4.3.1.5,20617,143,2948231,2948235,6822130
4.4.0.1.3,21551,143,3081793,3081797,7128368
4.4.0.4,21551,143,3081793,3081797,7128544
4.4.0.8,21804,143,3117972,3117976,7206658
4.4.0.13,21955,143,3139565,3139569,7260784
4.5.0.2,24887,143,3558841,3558845,8191566
4.5.1.1,24891,143,3559413,3559417,8198086
