version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,659,210,138390,138394,75296
4.1.0.11,665,210,139650,139654,75846
4.1.1.1,662,210,139020,139024,75186
4.2.0.1,763,210,160230,160234,85908
4.2.0.3,763,210,160230,160234,85892
4.2.0.6,763,210,160230,160234,85812
4.2.0.7,763,210,160230,160234,86052
4.2.0.11,781,210,164010,164014,88304
4.2.1.1,781,210,164010,164014,90100
4.3.0.1,971,210,203910,203914,110328
4.3.1.1,971,211,204881,204885,111224
4.4.0.1.3,1025,211,216275,216279,117066
4.4.0.3,1034,211,218174,218178,117932
4.5.0.2,1097,227,249019,249023,125574
4.5.2.1.2,1112,227,252424,252428,129626
4.5.3.1,1116,227,253332,253336,129966
