version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,877,342,299934,299938,664164
4.1.0.11,877,342,299934,299938,664278
4.1.1.1,877,342,299934,299938,664754
4.1.1.3,877,342,299934,299938,664770
4.2.0.1,926,342,316692,316696,735222
4.2.0.3,926,342,316692,316696,735286
4.2.0.4,926,342,316692,316696,735398
4.2.0.5.2,927,342,317034,317038,736572
4.2.0.6,927,342,317034,317038,737146
4.2.0.7,927,342,317034,317038,737620
4.2.0.11,927,342,317034,317038,737538
4.2.1.1,934,342,319428,319432,744672
4.2.1.7,936,342,320112,320116,745224
