version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,2262,260,588120,588124,444826
4.1.0.11,2262,260,588120,588124,444850
4.1.1.1,2262,260,588120,588124,445208
4.2.0.1,2359,260,613340,613344,461904
4.2.0.7,2360,260,613600,613604,462112
4.2.1.1,2384,260,619840,619844,467456
4.2.1.3,2387,260,620620,620624,467652
4.3.0.1,2561,261,668421,668425,495106
4.3.1.1,2566,261,669726,669730,496414
4.4.0.1.3,2641,279,736839,736843,510534
4.4.0.3,2642,279,737118,737122,510592
4.4.0.4,2643,279,737397,737401,510600
4.4.0.7.5,2644,279,737676,737680,510814
4.4.0.13,2656,279,741024,741028,511982
4.5.0.2,2829,311,879819,879823,541014
4.5.2.1.2,2832,311,880752,880756,541786
4.5.3.1,2840,311,883240,883244,543612
4.5.4.1,2844,311,884484,884488,544658
4.5.4.2,2845,311,884795,884799,544966
