version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,12481,657,8200017,8200021,1427438
4.1.0.11,12482,657,8200674,8200678,1427512
4.1.1.1,12575,657,8261775,8261779,1439728
4.1.1.3,12576,657,8262432,8262436,1439814
4.1.1.6,12589,657,8270973,8270977,1440820
4.2.0.1,13393,657,8799201,8799205,1527952
4.2.0.6,13396,657,8801172,8801176,1528276
4.2.0.7,13399,657,8803143,8803147,1528474
4.2.0.11,13437,657,8828109,8828113,1531136
4.2.0.12.3,13437,657,8828109,8828113,1535136
4.2.1.1,13494,657,8865558,8865562,1540828
4.2.1.7,13495,657,8866215,8866219,1540864
4.3.0.1,14253,661,9421233,9421237,1632322
4.3.1.1,14269,661,9431809,9431813,1633724
4.4.0.1.3,14630,677,9904510,9904514,1921256
4.4.0.2,14636,677,9908572,9908576,1922206
4.4.0.3,14840,677,10046680,10046684,1958080
4.4.0.10,14841,677,10047357,10047361,1958124
4.5.0.2,16788,677,11365476,11365480,2260930
4.5.1.1,16788,677,11365476,11365480,2260962
4.5.2.1.2,16788,677,11365476,11365480,2261732
4.5.3.1,16845,677,11404065,11404069,2268658
4.5.4.1,16673,677,11287621,11287625,2248078
4.5.4.2,16678,677,11291006,11291010,2248590
