version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,3764,281,1057684,1057688,181164
4.1.1.1,3763,281,1057403,1057407,181144
4.1.1.4,3767,281,1058527,1058531,181224
4.1.1.6,3773,281,1060213,1060217,181468
4.1.1.11,3775,281,1060775,1060779,181928
4.2.0.1,3909,281,1098429,1098433,191144
4.2.0.3,3909,281,1098429,1098433,191016
4.2.1.1,3930,281,1104330,1104334,193444
4.2.1.3,3958,261,1033038,1033042,195060
4.2.1.7,3973,261,1036953,1036957,196120
4.3.0.1,4083,261,1065663,1065667,205300
4.3.1.1,4092,261,1068012,1068016,205596
4.3.1.3,4108,261,1072188,1072192,206324
4.3.1.4,4117,261,1074537,1074541,206584
4.3.1.5,4131,261,1078191,1078195,207172
4.4.0.1.3,4285,261,1118385,1118389,187340
4.4.0.3,4285,262,1122670,1122674,187372
4.4.0.4,4284,262,1122408,1122412,187336
4.4.0.7.5,4300,262,1126600,1126604,188300
4.4.0.8,4313,262,1130006,1130010,188608
4.4.0.13,4330,282,1221060,1221064,189240
4.5.0.2,4575,283,1294725,1294729,199044
