version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,6952,156,1084512,1084516,2163002
4.1.1.1,6951,156,1084356,1084360,2162536
4.1.1.3,6951,156,1084356,1084360,2162770
4.1.1.4,6956,156,1085136,1085140,2164622
4.1.1.6,6962,156,1086072,1086076,2165594
4.1.1.11,6963,156,1086228,1086232,2166606
4.2.0.1,7144,156,1114464,1114468,2229268
4.2.0.3,7144,156,1114464,1114468,2229344
4.2.0.6,7144,156,1114464,1114468,2229288
4.2.0.7,7144,156,1114464,1114468,2229302
4.2.0.12.3,7146,156,1114776,1114780,2229794
4.2.1.1,7166,156,1117896,1117900,2239334
4.2.1.2,7166,156,1117896,1117900,2239394
4.2.1.3,7207,156,1124292,1124296,2258940
4.2.1.7,7250,156,1131000,1131004,2273554
4.3.0.1,7375,172,1268500,1268504,2390902
4.3.0.3,7375,172,1268500,1268504,2390922
4.3.1.1,7385,172,1270220,1270224,2394954
4.3.1.3,7432,172,1278304,1278308,2410272
4.3.1.4,7449,172,1281228,1281232,2416456
4.3.1.5,7493,172,1288796,1288800,2431144
4.4.0.1.3,7716,180,1388880,1388884,2514770
4.4.0.2,7716,180,1388880,1388884,2515120
4.4.0.3,7716,180,1388880,1388884,2515152
4.4.0.4,7717,180,1389060,1389064,2515296
4.4.0.7.5,7752,180,1395360,1395364,2528798
