version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,7381,40,295240,295244,1932908
4.1.1.1,7381,40,295240,295244,1932906
4.1.1.3,7381,40,295240,295244,1933000
4.2.0.1,8350,40,334000,334004,2220124
4.2.1.1,8556,40,342240,342244,2278508
4.3.0.1,11913,40,476520,476524,3264708
4.3.1.1,11913,40,476520,476524,3264868
4.4.0.1.3,16464,40,658560,658564,4548148
4.5.0.2,17997,40,719880,719884,5009440
4.5.1.1,17983,40,719320,719324,5007398
4.5.2.1.2,17983,40,719320,719324,5007172
4.5.3.1,17983,40,719320,719324,5007144
4.5.4.1,17983,40,719320,719324,5007152
