version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,1871,905,1693255,1693259,1167058
4.1.0.11,1871,905,1693255,1693259,1167106
4.1.1.1,1873,905,1695065,1695069,1167270
4.1.1.3,1873,905,1695065,1695069,1167398
4.1.1.6,1873,905,1695065,1695069,1167382
4.1.1.11,1873,905,1695065,1695069,1167462
4.2.0.1,1819,921,1675299,1675303,1135630
4.2.0.3,1819,921,1675299,1675303,1135646
4.2.0.4,1819,921,1675299,1675303,1135630
4.2.0.5.2,1827,921,1682667,1682671,1143908
4.2.0.6,1827,921,1682667,1682671,1146492
4.2.0.7,1827,921,1682667,1682671,1146508
4.2.0.11,1830,921,1685430,1685434,1147908
4.2.1.1,1839,921,1693719,1693723,1153156
