version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,6189,341,2110449,2110453,421286
4.1.0.11,6189,341,2110449,2110453,421446
4.2.0.1,6496,343,2228128,2228132,461764
4.2.0.6,6496,343,2228128,2228132,462146
4.2.0.7,6496,343,2228128,2228132,462250
4.3.0.1,7138,359,2562542,2562546,516270
4.3.0.3,7138,359,2562542,2562546,516276
4.3.0.4,7138,359,2562542,2562546,516382
4.4.0.1.3,7676,392,3008992,3008996,578956
4.4.0.3,7676,392,3008992,3008996,578960
4.5.0.2,9605,487,4677635,4677639,747634
4.5.0.3.2,9605,487,4677635,4677639,747682
4.5.1.1,9699,487,4723413,4723417,754904
4.5.2.1.2,9703,487,4725361,4725365,755414
4.5.3.1,9703,487,4725361,4725365,755494
4.5.4.1,9728,487,4737536,4737540,758300
