version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,30,94,2820,2824,5974
4.1.1.3,36,94,3384,3388,6612
4.2.0.1,41,94,3854,3858,7826
4.2.1.3,43,94,4042,4046,8166
4.2.1.7,44,94,4136,4140,8366
4.3.0.1,48,94,4512,4516,9012
4.3.0.3,48,110,5280,5284,9012
4.3.1.3,50,110,5500,5504,9326
4.3.1.5,54,110,5940,5944,9716
4.4.0.1.3,60,110,6600,6604,10500
4.4.0.2,63,110,6930,6934,10686
4.4.0.3,60,110,6600,6604,10508
4.4.0.7.5,62,110,6820,6824,10782
4.4.0.13,64,110,7040,7044,11080
4.5.0.2,68,110,7480,7484,11762
4.5.4.4,70,110,7700,7704,12012
