version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,789,377,297453,297457,59830
4.1.0.12,789,377,297453,297457,59814
4.1.1.1,790,377,297830,297834,59908
4.1.1.3,790,377,297830,297834,59920
4.2.0.1,905,377,341185,341189,69132
4.2.0.6,909,377,342693,342697,69366
4.2.0.7,911,377,343447,343451,69406
4.2.0.11,911,377,343447,343451,69240
4.2.1.7,912,377,343824,343828,69244
4.3.0.1,1515,393,595395,595399,115302
4.3.0.2,1515,393,595395,595399,115290
4.3.0.3,1515,393,595395,595399,115270
4.3.0.4,1515,393,595395,595399,115030
4.3.1.1,1516,393,595788,595792,115124
4.3.1.3,1519,393,596967,596971,115288
4.4.0.1.3,1645,393,646485,646489,120204
4.4.0.2,1646,393,646878,646882,120208
4.4.0.4,1646,393,646878,646882,120348
4.4.0.8,1650,393,648450,648454,120444
4.4.0.13,1655,393,650415,650419,120610
4.5.0.2,2172,423,918756,918760,219192
4.5.1.1,2183,423,923409,923413,220586
4.5.2.1.2,2199,423,930177,930181,221578
4.5.3.1,2199,423,930177,930181,221842
4.5.4.5,2206,423,933138,933142,222098
