version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,5042,12,60504,60508,236374
4.1.1.1,5044,12,60528,60532,236516
4.2.0.1,5142,12,61704,61708,221558
4.2.0.6,5142,12,61704,61708,222192
4.2.0.7,5142,12,61704,61708,222232
4.2.0.11,5142,12,61704,61708,222258
4.3.0.1,5392,12,64704,64708,257776
4.3.0.4,5393,12,64716,64720,257858
4.3.1.1,5393,12,64716,64720,257914
4.3.1.3,5393,12,64716,64720,257932
4.4.0.1.3,5444,12,65328,65332,272440
4.4.0.2,5444,12,65328,65332,272504
4.4.0.4,5444,12,65328,65332,272648
4.4.0.13,5444,12,65328,65332,272706
4.5.0.2,5705,12,68460,68464,303782
4.5.1.1,5705,12,68460,68464,303842
4.5.2.1.2,5707,12,68484,68488,304120
4.5.3.1,5713,12,68556,68560,304570
4.5.4.5,5717,12,68604,68608,304732
4.5.5.1,6252,12,75024,75028,325048
4.5.5.2,6252,12,75024,75028,325132
