version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,2166,362,784092,784096,349156
4.2.0.1,2167,362,784454,784458,348384
4.2.0.6,2168,362,784816,784820,348762
4.2.0.11,2168,362,784816,784820,352234
4.2.0.12.3,2173,362,786626,786630,353272
4.2.1.1,2182,362,789884,789888,355728
4.3.0.1,883,362,319646,319650,173524
4.4.0.1.3,933,362,337746,337750,185066
4.4.0.3,934,362,338108,338112,185382
4.4.0.4,935,362,338470,338474,185696
4.5.0.2,1027,410,421070,421074,204146
4.5.3.1,1031,410,422710,422714,204792
4.5.5.1,1032,410,423120,423124,204922
