version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,86,151,12986,12990,904
4.1.1.1,87,151,13137,13141,904
4.2.0.1,93,151,14043,14047,916
4.2.1.1,95,167,15865,15869,980
4.2.1.3,106,167,17702,17706,1116
4.2.1.7,109,167,18203,18207,1136
4.3.0.1,117,167,19539,19543,1088
4.3.1.3,118,167,19706,19710,1088
4.3.1.4,123,167,20541,20545,1088
4.3.1.5,125,167,20875,20879,1088
4.4.0.1.3,131,167,21877,21881,1120
4.4.0.4,132,167,22044,22048,1120
4.4.0.7.5,133,167,22211,22215,1140
4.4.0.8,138,167,23046,23050,1140
4.4.0.13,142,167,23714,23718,1164
4.5.0.2,163,167,27221,27225,1460
