version,row_count,row_width,fixed_size,var_offset,var_size
4.2.0.13,8591,52,446732,446736,1344612
4.2.1.1,8602,52,447304,447308,1346046
4.2.1.3,8615,52,447980,447984,1347658
4.2.1.7,8621,52,448292,448296,1348432
4.3.0.1,8961,52,465972,465976,1393346
4.3.0.3,8962,52,466024,466028,1393438
4.3.1.1,8983,52,467116,467120,1396526
4.3.1.3,8986,52,467272,467276,1396732
4.3.1.4,8987,52,467324,467328,1396826
4.3.1.5,8993,52,467636,467640,1397622
4.4.0.1.3,9146,52,475592,475596,1424272
4.4.0.2,9146,52,475592,475596,1424274
4.4.0.3,9154,52,476008,476012,1425654
4.4.0.4,9165,52,476580,476584,1427752
4.4.0.6.6,9169,52,476788,476792,1429030
4.4.0.7.5,9179,52,477308,477312,1430096
4.4.0.8,9180,52,477360,477364,1430182
4.4.0.13,9181,52,477412,477416,1430262
4.5.0.2,9582,52,498264,498268,1485204
4.5.1.1,9588,52,498576,498580,1486058
4.5.2.1.2,9592,52,498784,498788,1486772
4.5.3.1,9600,52,499200,499204,1487842
4.5.4.1,9604,52,499408,499412,1488698
4.5.4.2,9607,52,499564,499568,1489332
4.5.4.4,9609,52,499668,499672,1489522
