version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,3180,18,57240,57244,639358
4.1.1.1,3180,18,57240,57244,639834
4.1.1.6,3186,18,57348,57352,640956
4.1.1.8,3186,18,57348,57352,641328
4.2.0.1,3221,18,57978,57982,659648
4.2.0.6,3222,18,57996,58000,659782
4.2.1.1,3227,18,58086,58090,664536
4.3.0.1,3337,18,60066,60070,693760
4.4.0.1.3,3390,18,61020,61024,706540
4.5.0.2,3589,18,64602,64606,763854
4.5.3.1,3590,18,64620,64624,763904
4.5.4.1,3590,18,64620,64624,764118
4.5.5.1,3591,18,64638,64642,764212
