version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,395,206,81370,81374,105446
4.1.0.11,395,206,81370,81374,105536
4.2.0.1,540,206,111240,111244,145920
4.2.0.11,531,206,109386,109390,144554
4.2.1.1,533,206,109798,109802,144764
4.3.0.1,877,208,182416,182420,203472
4.3.0.3,878,208,182624,182628,203492
4.3.0.4,878,208,182624,182628,203496
4.3.1.1,877,208,182416,182420,203376
4.4.0.1.3,922,208,191776,191780,206342
4.4.0.3,922,208,191776,191780,206358
4.4.0.4,922,208,191776,191780,206338
4.5.0.2,1455,208,302640,302644,240380
4.5.1.1,1472,208,306176,306180,241670
4.5.2.1.2,1477,208,307216,307220,242164
4.5.3.1,1477,208,307216,307220,242316
4.5.4.2,1477,208,307216,307220,242508
4.5.5.1,1477,208,307216,307220,242386
4.5.5.2,1479,208,307632,307636,242918
