version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,8876,44,390544,390548,1802510
4.1.0.11,8877,44,390588,390592,1802642
4.1.1.1,8897,44,391468,391472,1807088
4.1.1.3,8897,44,391468,391472,1806988
4.1.1.11,8898,44,391512,391516,1807222
4.2.0.1,9291,44,408804,408808,1884666
4.2.0.5.2,9293,44,408892,408896,1884972
4.2.0.6,9294,44,408936,408940,1885100
4.2.0.7,9295,44,408980,408984,1885244
4.2.1.1.2,9345,44,411180,411184,1898154
4.2.1.3,9351,44,411444,411448,1899552
4.2.1.7,9357,44,411708,411712,1900858
4.3.0.1,9869,44,434236,434240,2004014
4.3.0.4,9871,44,434324,434328,2004494
4.3.1.1,9880,44,434720,434724,2006628
4.3.1.3,9881,44,434764,434768,2006878
4.3.1.5,9884,44,434896,434900,2007526
4.4.0.1.3,10252,44,451088,451092,2084064
4.4.0.7.5,10253,44,451132,451136,2084268
4.4.0.8,10254,44,451176,451180,2084466
4.4.0.13,10263,44,451572,451576,2086410
4.5.0.2,11099,44,488356,488360,2280374
4.5.2.1.2,11113,44,488972,488976,2284156
