version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,1011,60,60660,60664,166096
4.1.1.1,1032,60,61920,61924,169464
4.1.1.3,1034,60,62040,62044,169894
4.1.1.11,1035,60,62100,62104,170076
4.2.0.1,1245,60,74700,74704,203792
4.2.0.6,1249,60,74940,74944,204368
4.3.0.1,1239,64,79296,79300,199490
4.3.1.1,1241,64,79424,79428,199822
4.3.1.3,1242,64,79488,79492,199998
4.4.0.1.3,1238,64,79232,79236,200226
4.4.0.7.5,1239,64,79296,79300,200406
4.4.0.13,1240,64,79360,79364,200594
4.5.0.2,1359,68,92412,92416,226302
4.5.4.4,1360,68,92480,92484,226516
4.5.4.5,1363,68,92684,92688,226958
4.5.5.1,1362,68,92616,92620,226854
