version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,5187,101,523887,523891,614348
4.1.0.11,5190,101,524190,524194,614586
4.1.1.1,5191,101,524291,524295,615082
4.1.1.3,5191,101,524291,524295,615114
4.1.1.8,5191,101,524291,524295,615162
4.2.0.1,5843,101,590143,590147,714522
4.2.0.3,5843,101,590143,590147,714618
4.2.0.4,5843,101,590143,590147,714582
4.2.0.5.2,5844,101,590244,590248,714728
4.2.0.6,5846,101,590446,590450,715064
4.2.0.7,5846,101,590446,590450,715248
4.2.0.11,5846,101,590446,590450,715440
4.2.1.1,5860,101,591860,591864,717840
4.2.1.7,5862,101,592062,592066,718000
4.3.0.1,6930,101,699930,699934,851054
4.3.0.2,6930,101,699930,699934,851102
4.3.0.3,6931,101,700031,700035,851554
4.3.0.4,6932,101,700132,700136,851866
4.3.1.1,6932,101,700132,700136,852034
4.3.1.3,6933,101,700233,700237,852116
4.3.1.4,6934,101,700334,700338,852218
4.3.1.5,6937,101,700637,700641,852456
4.4.0.1.3,7441,101,751541,751545,924296
4.4.0.2,7441,101,751541,751545,924456
4.4.0.3,7450,101,752450,752454,925916
4.4.0.4,7450,101,752450,752454,926128
4.4.0.7.5,7452,101,752652,752656,926272
4.5.0.2,8256,101,833856,833860,1028332
4.5.1.1,8256,101,833856,833860,1029136
4.5.2.1.2,8274,101,835674,835678,1031188
4.5.3.1,8275,101,835775,835779,1031518
4.5.4.1,8279,101,836179,836183,1032268
