version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,1693,117,198081,198085,230864
4.1.1.1,1695,117,198315,198319,231080
4.1.1.3,1694,117,198198,198202,230960
4.1.1.11,1695,117,198315,198319,231098
4.2.0.1,1754,117,205218,205222,236536
4.3.0.1,1896,117,221832,221836,256572
4.3.1.1,1897,117,221949,221953,256740
4.3.1.3,1898,117,222066,222070,256900
4.4.0.1.3,1915,117,224055,224059,259990
4.4.0.7.5,1916,117,224172,224176,260162
4.4.0.13,1917,117,224289,224293,260330
4.5.0.2,1978,117,231426,231430,271676
