version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,21110,114,2406540,2406544,1843096
4.1.0.11,21123,114,2408022,2408026,1844144
4.1.1.1,21149,114,2410986,2410990,1846862
4.1.1.3,21150,114,2411100,2411104,1846806
4.1.1.6,21157,114,2411898,2411902,1847082
4.1.1.8,21158,114,2412012,2412016,1847212
4.1.1.11,21159,114,2412126,2412130,1847282
4.2.0.1,22590,114,2575260,2575264,1980746
4.2.0.5.2,22593,114,2575602,2575606,1980882
4.2.0.6,22600,114,2576400,2576404,1981558
4.2.0.7,22605,114,2576970,2576974,1981860
4.2.0.11,22615,114,2578110,2578114,1982748
4.2.1.1,22695,114,2587230,2587234,1989536
4.2.1.3,22702,114,2588028,2588032,1990024
4.2.1.7,22707,114,2588598,2588602,1990294
4.3.0.1,24129,114,2750706,2750710,2124944
4.3.0.3,24132,114,2751048,2751052,2125238
4.3.0.4,24142,114,2752188,2752192,2126524
4.3.1.1,24152,114,2753328,2753332,2127168
4.3.1.3,24152,114,2753328,2753332,2127184
4.3.1.4,24155,114,2753670,2753674,2127378
4.3.1.5,24160,114,2754240,2754244,2127596
4.4.0.1.3,24860,106,2635160,2635164,2167000
4.4.0.2,24861,106,2635266,2635270,2167058
4.4.0.3,24877,106,2636962,2636966,2168960
4.4.0.4,24878,106,2637068,2637072,2169014
4.4.0.6.6,24879,106,2637174,2637178,2169058
4.4.0.7.5,24886,106,2637916,2637920,2169582
4.4.0.8,24887,106,2638022,2638026,2169658
4.4.0.10,24888,106,2638128,2638132,2169690
