version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,3206,328,1051568,1051572,459252
4.1.0.11,3208,328,1052224,1052228,459440
4.1.1.1,3209,328,1052552,1052556,459662
4.1.1.6,3215,328,1054520,1054524,460418
4.2.0.1,3462,328,1135536,1135540,487404
4.2.0.5.2,3463,328,1135864,1135868,487514
4.2.0.6,3479,328,1141112,1141116,490150
4.2.0.11,3479,328,1141112,1141116,489944
4.2.1.1,3533,328,1158824,1158828,497978
4.3.0.1,4060,308,1250480,1250484,574934
4.3.1.1,4061,308,1250788,1250792,575112
4.4.0.1.3,4265,308,1313620,1313624,606616
