version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,910,58,52780,52784,137678
4.2.0.1,860,58,49880,49884,128204
4.2.0.5.2,868,58,50344,50348,129964
4.2.1.3,869,58,50402,50406,130182
4.3.0.1,1394,50,69700,69704,82580
4.3.0.3,1395,50,69750,69754,82638
4.3.0.4,1396,50,69800,69804,82698
4.3.1.1,1397,50,69850,69854,82778
4.4.0.1.3,1476,50,73800,73804,88260
4.4.0.3,1481,50,74050,74054,88656
4.5.0.2,1570,50,78500,78504,94608
4.5.4.4,1571,50,78550,78554,94672
4.5.5.1,1571,50,78550,78554,94688
