version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,15587,887,13825669,13825673,5227316
4.1.0.11,15589,887,13827443,13827447,5227628
4.1.1.1,15589,887,13827443,13827447,5229638
4.1.1.4,15593,887,13830991,13830995,5234874
4.1.1.6,15611,887,13846957,13846961,5237746
4.1.1.8,15611,887,13846957,13846961,5238108
4.1.1.11,15608,887,13844296,13844300,5238436
4.2.0.1,15988,919,14692972,14692976,5418874
4.2.0.5.2,15989,919,14693891,14693895,5419012
4.2.0.6,16003,919,14706757,14706761,5420844
4.2.0.11,16003,919,14706757,14706761,5420960
4.2.1.1,16048,919,14748112,14748116,5428784
4.2.1.3,16073,919,14771087,14771091,5453620
