version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,450,236,106200,106204,76240
4.1.0.11,450,236,106200,106204,76256
4.2.0.1,510,252,128520,128524,84054
4.2.0.5.2,511,252,128772,128776,84142
4.2.0.6,511,252,128772,128776,84158
4.2.0.7,511,252,128772,128776,84174
4.2.1.1,519,252,130788,130792,85280
4.2.1.7,521,252,131292,131296,85492
4.3.0.1,607,268,162676,162680,95176
4.3.1.1,607,268,162676,162680,95294
4.3.1.3,608,268,162944,162948,95416
4.3.1.5,610,268,163480,163484,95814
4.4.0.1.3,666,300,199800,199804,103286
4.4.0.2,664,284,188576,188580,102886
4.4.0.3,664,284,188576,188580,102902
4.4.0.7.5,665,284,188860,188864,103048
4.4.0.8,665,284,188860,188864,103064
4.5.0.2,728,284,206752,206756,113188
4.5.2.1.2,728,284,206752,206756,113288
4.5.3.1,728,284,206752,206756,113594
4.5.4.1,730,284,207320,207324,113920
4.5.4.4,730,284,207320,207324,113968
