version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,2492,48,119616,119620,85454
4.2.0.1,2719,48,130512,130516,94138
4.2.0.5.2,2721,48,130608,130612,94252
4.2.0.6,2723,48,130704,130708,94314
4.2.1.1,2773,48,133104,133108,95310
4.2.1.7,2774,48,133152,133156,95412
4.3.0.1,2995,48,143760,143764,105470
4.3.1.1,2998,48,143904,143908,105518
4.3.1.5,3016,48,144768,144772,106064
4.4.0.1.3,3276,48,157248,157252,116332
4.5.0.2,3554,48,170592,170596,126922
4.5.1.1,3555,48,170640,170644,126938
