"rownum","ActiveSkill","i32","MiscAnimated","MeleeTrailsKey1","MeleeTrailsKey2","MeleeTrailsKey3","MeleeTrailsKey4","MeleeTrailsKey5","MeleeTrailsKey6","MeleeTrailsKey7","bool","SurgeEffect_EPKFile","string","string"
0,105,0,"","","","","","","","",1,"","",""
1,105,1,"",10,11,12,13,16,14,15,"","","",""
2,105,2,2357,"","","","","","","",1,"","",""
3,105,3,"","","",12,13,"","","",1,"","",""
4,105,4,"",42,43,"","","","","","","","",""
5,105,5,"",44,45,"","","","","",1,"","",""
6,105,6,"",108,108,109,109,110,110,111,1,"","",""
7,105,7,"",112,112,112,112,112,112,112,1,"","",""
8,105,8,"",114,113,114,113,"","","",1,"","",""
9,105,9,"","","",123,123,124,"","",1,"","",""
10,105,10,"","","",125,125,"","","",1,"","",""
11,105,11,"","","","","",126,"","",1,"","",""
12,105,12,"","","","","",127,"","",1,"","",""
13,105,13,"","","",128,"","","","",1,"","",""
14,105,14,"","","","","","",66,"",1,"","",""
15,47,0,"",30,29,32,31,35,33,34,1,"","",""
16,47,1,"",142,141,144,143,147,145,146,1,"","",""
17,48,0,"",30,29,32,31,35,33,34,1,"","",""
18,48,1,"",142,141,144,143,147,145,146,1,"","",""
19,49,0,"",30,29,32,31,35,33,34,1,"","",""
20,49,1,"",142,141,144,143,147,145,146,1,"","",""
21,29,0,"",24,"",25,"",28,26,27,1,"","",""
22,29,1,"",0,"",1,"",4,2,3,1,"","",""
23,30,0,"",24,"",25,"",28,26,27,1,"","",""
24,30,1,"",0,"",1,"",4,2,3,1,"","",""
25,31,0,"",24,"",25,"",28,26,27,1,"","",""
26,31,1,"",0,"",1,"",4,2,3,1,"","",""
27,32,0,"",24,"",25,"",28,26,27,1,"","",""
28,32,1,"",0,"",1,"",4,2,3,1,"","",""
29,185,0,"",36,36,37,38,41,39,40,1,"","",""
30,186,0,"",36,36,37,38,41,39,40,1,"","",""
31,187,0,"",36,36,37,38,41,39,40,1,"","",""
32,61,0,"",10,11,12,13,16,14,15,"","","",""
33,61,1,"",10,11,12,13,16,14,15,"","","",""
34,61,2,"",10,11,12,13,16,14,15,"","","",""
35,61,3,"",10,11,12,13,16,14,15,"","","",""
36,61,4,"",10,11,12,13,16,14,15,"","","",""
37,62,0,"",10,11,12,13,16,14,15,"","","",""
38,62,1,"",10,11,12,13,16,14,15,"","","",""
39,62,2,"",10,11,12,13,16,14,15,"","","",""
40,62,3,"",10,11,12,13,16,14,15,"","","",""
41,62,4,"",10,11,12,13,16,14,15,"","","",""
42,63,0,"",10,11,12,13,16,14,15,"","","",""
43,63,1,"",10,11,12,13,16,14,15,"","","",""
44,63,2,"",10,11,12,13,16,14,15,"","","",""
45,63,3,"",10,11,12,13,16,14,15,"","","",""
46,63,4,"",10,11,12,13,16,14,15,"","","",""
47,64,0,"",10,11,12,13,16,14,15,1,"","",""
48,130,0,"",49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
49,131,0,"",49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
50,132,0,"",49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
51,133,0,"",77,76,71,70,75,72,73,"","","",""
52,134,0,"",77,76,71,70,75,72,73,"","","",""
53,135,0,"",77,76,71,70,75,72,73,"","","",""
54,145,0,"",103,103,104,104,105,105,105,"","","",""
55,146,0,"",103,103,104,104,105,105,105,"","","",""
56,147,0,"",103,103,104,104,105,105,105,"","","",""
57,610,0,"",63,62,65,64,69,66,67,"","Metadata/Effects/Spells/fortify/surge/fortify_surge.epk","",""
58,611,0,"",63,62,65,64,69,66,67,"","Metadata/Effects/Spells/fortify/surge/fortify_surge.epk","",""
59,612,0,"",63,62,65,64,69,66,67,"","Metadata/Effects/Spells/fortify/surge/fortify_surge.epk","",""
60,616,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
61,617,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
62,618,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
63,640,0,"",10,11,12,13,16,14,15,"","","",""
64,641,0,"",10,11,12,13,16,14,15,"","","",""
65,642,0,"",10,11,12,13,16,14,15,"","","",""
66,334,0,"",10,11,12,13,16,14,15,"","","",""
67,334,1,"",10,11,12,13,16,14,15,"","","",""
68,335,0,"",10,11,12,13,16,14,15,"","","",""
69,335,1,"",10,11,12,13,16,14,15,"","","",""
70,336,0,"",10,11,12,13,16,14,15,"","","",""
71,336,1,"",10,11,12,13,16,14,15,"","","",""
72,447,0,371,49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
73,447,1,"",10,11,12,13,16,14,15,"","","",""
74,447,2,"",10,11,12,13,16,14,15,"","","",""
75,447,3,1886,10,11,12,13,16,14,15,"","","",""
76,447,4,"",10,11,12,13,16,14,15,1,"","",""
77,447,5,4285,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
78,447,6,"",10,11,12,13,16,14,15,"","","",""
79,447,7,"",10,11,12,13,16,14,15,"","","",""
80,448,0,371,49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
81,448,1,"",10,11,12,13,16,14,15,"","","",""
82,448,2,"",10,11,12,13,16,14,15,"","","",""
83,448,3,1886,10,11,12,13,16,14,15,"","","",""
84,448,4,"",10,11,12,13,16,14,15,1,"","",""
85,448,5,4285,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
86,448,6,"",10,11,12,13,16,14,15,"","","",""
87,448,7,"",10,11,12,13,16,14,15,"","","",""
88,449,0,371,49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
89,449,1,"",10,11,12,13,16,14,15,"","","",""
90,449,2,"",10,11,12,13,16,14,15,"","","",""
91,449,3,1886,10,11,12,13,16,14,15,"","","",""
92,449,4,"",10,11,12,13,16,14,15,1,"","",""
93,449,5,4285,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
94,449,6,"",10,11,12,13,16,14,15,"","","",""
95,449,7,"",10,11,12,13,16,14,15,"","","",""
96,1327,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
