"rownum","Id","FlagStat"
0,"Attack",2930
1,"Spell",434
2,"Projectile",6341
3,"DualWieldOnly",""
4,"Buff",""
5,"Minion",6211
6,"Damage",""
7,"Area",9742
8,"Duration",""
9,"RequiresShield",""
10,"ProjectileSpeed",""
11,"HasReservation",""
12,"ReservationBecomesCost",""
13,"Trappable",""
14,"Totemable",""
15,"Mineable",""
16,"ElementalStatus",""
17,"MinionsCanExplode",""
18,"Chains",15160
19,"Melee",6630
20,"MeleeSingleTarget",10679
21,"Multicastable",""
22,"TotemCastsAlone",""
23,"Multistrikeable",""
24,"CausesBurning",""
25,"SummonsTotem",""
26,"TotemCastsWhenNotDetached",""
27,"Physical",9289
28,"Fire",2763
29,"Cold",2764
30,"Lightning",2765
31,"Triggerable",9276
32,"Trapped",""
33,"Movement",3131
34,"DamageOverTime",""
35,"RemoteMined",""
36,"Triggered",""
37,"Vaal",2923
38,"Aura",2945
39,"CanTargetUnusableCorpse",""
40,"RangedAttack",8091
41,"Chaos",2819
42,"FixedSpeedProjectile",""
43,"ThresholdJewelArea",""
44,"ThresholdJewelProjectile",""
45,"ThresholdJewelDuration",""
46,"ThresholdJewelRangedAttack",""
47,"Channel",6331
48,"DegenOnlySpellDamage",""
49,"InbuiltTrigger",""
50,"Golem",""
51,"Herald",10901
52,"AuraAffectsEnemies",""
53,"NoRuthless",""
54,"ThresholdJewelSpellDamage",""
55,"Cascadable",""
56,"ProjectilesFromUser",""
57,"MirageArcherCanUse",""
58,"ProjectileSpiral",""
59,"SingleMainProjectile",""
60,"MinionsPersistWhenSkillRemoved",""
61,"ProjectileNumber",6341
62,"Warcry",3390
63,"Instant",""
64,"Brand",8584
65,"DestroysCorpse",""
66,"NonHitChill",""
67,"ChillingArea",""
68,"AppliesCurse",2479
69,"CanRapidFire",""
70,"AuraDuration",""
71,"AreaSpell",""
72,"OR",""
73,"AND",""
74,"NOT",""
75,"AppliesMaim",""
76,"CreatesMinion",16964
77,"Guard",9750
78,"Travel",9751
79,"Blink",""
80,"CanHaveBlessing",""
81,"ProjectilesNotFromUser",""
82,"AttackInPlaceIsDefault",""
83,"Nova",10695
84,"InstantNoRepeatWhenHeld",""
85,"InstantShiftAttackForLeftMouse",""
86,"AuraNotOnCaster",10932
87,"Banner",10933
88,"Rain",10971
89,"Cooldown",""
90,"ThresholdJewelChaining",""
91,"Slam",11857
92,"Stance",11993
93,"NonRepeatable",""
94,"OtherThingUsesSkill",""
95,"Steel",12426
96,"Hex",12564
97,"Mark",13058
98,"Aegis",15566
99,"Orb",""
100,"KillNoDamageModifiers",""
101,"RandomElement",14266
102,"LateConsumeCooldown",""
103,"Arcane",""
104,"FixedCastTime",""
105,"RequiresOffHandNotWeapon",""
106,"Link",15131
107,"Blessing",15567
108,"ZeroReservation",""
109,"DynamicCooldown",""
110,"Microtransaction",""
111,"OwnerCannotUse",""
112,"ProjectilesNumberModifiersNotApplied",""
113,"TotemsAreBallistae",""
114,"SkillGrantedBySupport",""
115,"PreventHexTransfer",""
116,"MinionsAreUndamagable",""
117,"InnateTrauma",""
118,"DualWieldRequiresDifferentTypes",""
119,"NoVolley",""
