"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,7274,[8057],"[1583,7005]",20,"","","","","",1
1,7275,[8057],"[1583,7005]",20,"","","","","",1
2,7276,[8057],"[1583,7005]",20,"","","","","",1
3,7277,[8057],"[1583,7005]",20,"","","","","",1
4,7279,[8058],[1583],20,"","","","","",1
5,7280,[8058],[1583],20,"","","","","",1
6,7281,[8058],[1583],20,"","","","","",1
7,7282,[8058],[1583],20,"","","","","",1
8,7289,[8061],[],20,"","","","","",1
9,7290,[8061],[],20,"","","","","",1
10,7291,[8061],[],20,"","","","","",1
11,7292,[8061],[],20,"","","","","",1
12,7294,[8062],[],20,"","","","","",1
13,7295,[8062],[],20,"","","","","",1
14,7296,[8062],[],20,"","","","","",1
15,7297,[8062],[],20,"","","","","",1
16,7299,[8063],[],20,"","","","","",1
17,7300,[8063],[],20,"","","","","",1
18,7301,[8063],[],20,"","","","","",1
19,7302,[8063],[],20,"","","","","",1
20,7304,[8064],[],20,"","","","","",1
21,7305,[8064],[],20,"","","","","",1
22,7306,[8064],[],20,"","","","","",1
23,7307,[8064],[],20,"","","","","",1
24,7309,[8065],[],20,"","","","","",""
25,9394,[18163],[7006],1,1,"","","","",""
26,9395,[18164],[7006],1,1,"","","","",""
27,9396,[18165],[7006],1,1,"","","","",""
28,9397,[18166],"[7006,7144]",1,1,"","","","",""
29,9398,[18167],[7006],2,1,"","","","",""
30,9399,[18168],[7006],2,1,"","","","",""
31,9400,[18169],[7006],2,1,"","","","",""
32,9401,[18170],"[7006,7145]",2,1,"","","","",""
33,9402,[18171],[7006],3,1,"","","","",""
34,9403,[18172],[7006],3,1,"","","","",""
35,9404,[18173],[7006],3,1,"","","","",""
36,9405,[18174],"[7006,7146]",3,1,"","","","",""
37,9406,[18175],[7006],0,1,"","","","",""
38,9407,[18176],[7006],0,1,"","","","",""
39,9408,[18177],[7006],0,1,"","","","",""
40,9409,[18178],"[7006,7147]",0,1,"","","","",""
41,9410,[18179],[7006],0,1,"","","","",""
42,9411,[18180],[7006],0,1,"","","","",""
43,9412,[18181],[7006],0,1,"","","","",""
44,9413,[18182],[7006],0,1,"","","","",""
45,9414,[18183],[7006],4,1,1,"","","",""
46,9415,[18184],[7006],4,1,1,"","","",""
47,9416,[18185],[7006],4,1,1,"","","",""
48,9417,[18186],"[7006,7148]",4,1,1,"","","",""
49,9418,[18187],[7006],5,1,"",1,"","",""
50,9419,[18188],[7006],5,1,"",1,"","",""
51,9420,[18189],[7006],5,1,"",1,"","",""
52,9421,[18190],"[7006,7149]",5,1,"",1,"","",""
53,9422,[18191],[7006],0,1,"","","","",""
54,9423,[18192],[7006],0,1,"","","","",""
55,9424,[18193],[7006],0,1,"","","","",""
56,9425,[18194],"[7006,7150]",0,1,"","","","",""
57,9426,[18195],[7006],6,1,"","","","",""
58,9427,[18196],[7006],6,1,"","","","",""
59,9428,[18197],[7006],6,1,"","","","",""
60,9429,[18198],"[7006,7151]",6,1,"","","","",""
61,9430,[18199],[7006],7,1,"","","","",""
62,9431,[18200],[7006],7,1,"","","","",""
63,9432,[18201],[7006],7,1,"","","","",""
64,9433,[18202],"[7006,7152]",7,1,"","","","",""
65,9434,[18203],[7006],8,1,"","","","",""
66,9435,[18204],[7006],8,1,"","","","",""
67,9436,[18205],[7006],8,1,"","","","",""
68,9437,[18206],"[7006,7153]",8,1,"","","","",""
69,9438,[18207],[7006],9,1,"","","","",""
70,9439,[18208],[7006],9,1,"","","","",""
71,9440,[18209],[7006],9,1,"","","","",""
72,9441,[18210],"[7006,7154]",9,1,"","","","",""
73,9442,[18211],[7006],10,1,"","","","",""
74,9443,[18212],[7006],10,1,"","","","",""
75,9444,[18213],[7006],10,1,"","","","",""
76,9445,[18214],"[7006,7155]",10,1,"","","","",""
77,9446,[18215],[7006],11,1,"","","","",""
78,9447,[18216],[7006],11,1,"","","","",""
79,9448,[18217],[7006],11,1,"","","","",""
80,9449,[18218],"[7006,7156]",11,1,"","","","",""
81,9450,[18219],[7006],12,1,"","","","",""
82,9451,[18220],[7006],12,1,"","","","",""
83,9452,[18221],[7006],12,1,"","","","",""
84,9453,[18222],"[7006,7157]",12,1,"","","","",""
