"rownum","Id","rid","[rid]","Gem","BK2File"
0,"ProxyKey1",0,[12],6262,"Art/Videos/ChinaSkillVideos/Guardian_Lightningtendrils+eleprolif.BK2"
1,"ProxyKey2",7,[12],6131,"Art/Videos/ChinaSkillVideos/Guardian_Clarity.BK2"
2,"ProxyKey3",10,[12],6111,"Art/Videos/ChinaSkillVideos/Guardian_Firestorm.BK2"
3,"ProxyKey4",2,[12],6349,"Art/Videos/ChinaSkillVideos/Guardian_Lightningtendrils+eleprolif+stormBarrier.BK2"
4,"ProxyKey5",3,"[11,12]",6153,"Art/Videos/ChinaSkillVideos/HeirophantGuard_FlameTotem.BK2"
5,"ProxyKey6",8,"[11,12]",6044,"Art/Videos/ChinaSkillVideos/HeirophantGuard_FlameTotem+LightningDamage.BK2"
6,"ProxyKey7",0,[11],6316,"Art/Videos/ChinaSkillVideos/Heirophant_Frostbolt+eleprolif.BK2"
7,"ProxyKey8",7,[11],6281,"Art/Videos/ChinaSkillVideos/Hierophant_FlameDash.BK2"
8,"ProxyKey9",10,[11],6007,"Art/Videos/ChinaSkillVideos/Heirophant_IceNova.BK2"
9,"ProxyKey10",2,[11],6341,"Art/Videos/ChinaSkillVideos/Heirophant_Frostbolt+Eleprolif+surge.BK2"
10,"ProxyKey11",0,[10],6240,"Art/Videos/ChinaSkillVideos/Inquisitor_Moltenstrike+Eleprolif.BK2"
11,"ProxyKey12",3,[10],6318,"Art/Videos/ChinaSkillVideos/Inquisitor_AncestralProtector.BK2"
12,"ProxyKey13",8,[10],6035,"Art/Videos/ChinaSkillVideos/Inquisitor_AncestralProtector+FireDamage.BK2"
13,"ProxyKey14",7,[10],6008,"Art/Videos/ChinaSkillVideos/Inquisitor_LeapSlam.BK2"
14,"ProxyKey15",10,[10],6033,"Art/Videos/ChinaSkillVideos/Inquisitor_StaticStrike.BK2"
15,"ProxyKey16",2,[10],6352,"Art/Videos/ChinaSkillVideos/Inquisitor_MoltenStrike+eleprolif+AncestralCall.BK2"
16,"ProxyKey17",2,[15],6340,"Art/Videos/ChinaSkillVideos/Champion_Molten+Bleed+Onslaught.BK2"
17,"ProxyKey18",0,"[14,15]",6240,"Art/Videos/ChinaSkillVideos/SlayerChampion_MoltenStrike+Bleed.BK2"
18,"ProxyKey19",8,[14],6035,"Art/Videos/ChinaSkillVideos/Gladiator_Vigilant+FireDamage.BK2"
19,"ProxyKey20",3,[14],6283,"Art/Videos/ChinaSkillVideos/Gladiator_Vigilant.BK2"
20,"ProxyKey21",2,[14],6352,"Art/Videos/ChinaSkillVideos/Gladiator_Molten+Bleed+AncestralCall.BK2"
21,"ProxyKey87",8,[15],6035,"Art/Videos/ChinaSkillVideos/Champion_Protector+FireDamage.BK2"
22,"ProxyKey22",3,"[13,15]",6318,"Art/Videos/ChinaSkillVideos/SlayerChampion_AncestralProtector.BK2"
23,"ProxyKey23",7,"[13,14,15]",6008,"Art/Videos/ChinaSkillVideos/SlayerGladChamp_LeapSlam.BK2"
