"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,5107,"GGG",1319
1,"Dex2",3,6128,"",1319
2,"Dex3",3,6014,"",1319
3,"Dex4",3,5783,"",1319
4,"Dex5",3,1,"",1319
5,"Dex6",3,1,"",1319
6,"Dex7",3,6282,"",1319
7,"Dex8",3,6034,"",1319
8,"Dex9",3,4998,"GGR",1319
9,"Dex10",3,4998,"GGR",1319
10,"Dex11",3,6021,"",1319
11,"Dex12",3,6292,"",1319
12,"Str1",0,5051,"RRR",1319
13,"Str2",0,5347,"RRR",1319
14,"Str3",0,6098,"",1319
15,"Str4",0,6013,"",1319
16,"Str5",0,5783,"",1319
17,"Str6",0,1,"",1319
18,"Str7",0,1,"",1319
19,"Str8",0,5214,"RRR",1319
20,"Str9",0,6240,"",1319
21,"Str10",0,5051,"RRG",1319
22,"Int1",1,4883,"BBB",1319
23,"Int2",1,5386,"BBB",1319
24,"Int3",1,6006,"",1319
25,"Int4",1,6262,"",1319
26,"Int5",1,5783,"",1319
27,"Int6",1,1,"",1319
28,"Int7",1,1,"",1319
29,"Int8",1,6072,"",1319
30,"Int9",1,6288,"",1319
31,"Int10",1,4883,"BBG",1319
32,"Int11",1,5079,"BBB",1319
33,"Int12",1,5079,"BBG",1319
34,"StrDex1",4,4998,"GRG",1319
35,"StrDex2",4,4968,"GRR",1319
36,"StrDex3",4,6021,"",1319
37,"StrDex4",4,6014,"",1319
38,"StrDex5",4,5783,"",1319
39,"StrDex6",4,1,"",1319
40,"StrDex7",4,1,"",1319
41,"StrDex8",4,6017,"",1319
42,"StrDex9",4,6240,"",1319
43,"StrDex10",4,5164,"GRR",1319
44,"StrInt1",6,5079,"RBB",1319
45,"StrInt2",6,5079,"RBR",1319
46,"StrInt3",6,6013,"",1319
47,"StrInt4",6,6240,"",1319
48,"StrInt5",6,5783,"",1319
49,"StrInt6",6,1,"",1319
50,"StrInt7",6,1,"",1319
51,"StrInt8",6,6288,"",1319
52,"StrInt9",6,5136,"RRR",1319
53,"StrInt10",6,6262,"",1319
54,"DexInt1",5,4909,"BGG",1319
55,"DexInt2",5,4909,"BGB",1319
56,"DexInt3",5,6072,"",1319
57,"DexInt4",5,5783,"",1319
58,"DexInt5",5,1,"",1319
59,"DexInt6",5,1,"",1319
60,"DexInt7",5,6262,"",1319
61,"DexInt8",5,6146,"",1319
62,"DexInt9",5,6149,"",1319
63,"DexInt10",5,4883,"BBB",1319
64,"DexInt11",5,4883,"BGB",1319
65,"StrDexInt1",2,4968,"GRG",1319
66,"StrDexInt2",2,5189,"GRR",1319
67,"StrDexInt3",2,6186,"",1319
68,"StrDexInt4",2,6017,"",1319
69,"StrDexInt5",2,5783,"",1319
70,"StrDexInt6",2,1,"",1319
71,"StrDexInt7",2,1,"",1319
72,"StrDexInt8",2,4968,"GRR",1319
73,"StrDexInt9",2,6146,"",1319
74,"StrDexInt10",2,6072,"",1319
75,"StrDexInt11",2,5079,"BGR",1319
76,"StrDexInt12",2,5079,"BGB",1319
77,"StrDexInt13",2,6014,"",1319
78,"Dex2_1",3,6282,"",1334
79,"Dex2_2",3,6034,"",1334
80,"Dex2_3",3,6032,"",1334
81,"Dex2_4",3,6128,"",1334
82,"Dex2_5",3,6017,"",1334
83,"Dex2_6",3,1,"",1334
84,"Dex2_7",3,1,"",1334
85,"Dex2_8",3,5783,"",1334
86,"Dex2_9",3,4998,"G",1334
87,"Dex2_10",3,4998,"G",1334
88,"Dex2_11",3,5107,"GG",1334
89,"Dex2_12",3,5367,"G",1334
90,"Dex2_13",3,6292,"",1334
91,"Str2_1",0,6240,"",1334
92,"Str2_2",0,6013,"",1334
93,"Str2_3",0,6098,"",1334
94,"Str2_4",0,1,"",1334
95,"Str2_5",0,1,"",1334
96,"Str2_6",0,5783,"",1334
97,"Str2_7",0,5214,"RR",1334
98,"Str2_8",0,5051,"R",1334
99,"Str2_9",0,5347,"R",1334
100,"Int2_1",1,6072,"",1334
101,"Int2_2",1,6288,"",1334
102,"Int2_3",1,6262,"",1334
103,"Int2_4",1,6006,"",1334
104,"Int2_5",1,1,"",1334
105,"Int2_6",1,1,"",1334
106,"Int2_7",1,5783,"",1334
107,"Int2_8",1,4883,"B",1334
108,"Int2_9",1,4883,"B",1334
109,"Int2_10",1,5386,"B",1334
110,"StrDex2_1",4,6014,"",1334
111,"StrDex2_2",4,6240,"",1334
112,"StrDex2_3",4,6017,"",1334
113,"StrDex2_4",4,6021,"",1334
114,"StrDex2_5",4,1,"",1334
115,"StrDex2_6",4,1,"",1334
116,"StrDex2_7",4,5783,"",1334
117,"StrDex2_8",4,4998,"R",1334
118,"StrDex2_9",4,4998,"G",1334
119,"StrDex2_10",4,5189,"GR",1334
120,"StrDex2_11",4,5367,"G",1334
121,"StrDex2_12",4,5347,"R",1334
122,"StrInt2_1",6,6013,"",1334
123,"StrInt2_2",6,6240,"",1334
124,"StrInt2_3",6,6072,"",1334
125,"StrInt2_4",6,6288,"",1334
126,"StrInt2_5",6,6262,"",1334
127,"StrInt2_6",6,6070,"",1334
128,"StrInt2_7",6,1,"",1334
129,"StrInt2_8",6,1,"",1334
130,"StrInt2_9",6,5783,"",1334
131,"StrInt2_10",6,5079,"R",1334
132,"StrInt2_11",6,5079,"B",1334
133,"StrInt2_12",6,5214,"RR",1334
134,"StrInt2_13",6,5347,"R",1334
135,"StrInt2_14",6,5386,"B",1334
136,"DexInt2_1",5,6282,"",1334
137,"DexInt2_2",5,6072,"",1334
138,"DexInt2_3",5,6146,"",1334
139,"DexInt2_4",5,6262,"",1334
140,"DexInt2_5",5,6075,"",1334
141,"DexInt2_6",5,1,"",1334
142,"DexInt2_7",5,1,"",1334
143,"DexInt2_8",5,5783,"",1334
144,"DexInt2_9",5,4909,"G",1334
145,"DexInt2_10",5,4909,"G",1334
146,"DexInt2_11",5,4883,"B",1334
147,"DexInt2_12",5,4883,"B",1334
148,"DexInt2_13",5,5367,"G",1334
149,"DexInt2_14",5,5386,"B",1334
150,"StrDexInt2_1",2,1,"",1334
151,"StrDexInt2_2",2,1,"",1334
152,"StrDexInt2_3",2,5783,"",1334
