"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,9228,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,9229,"Art/2DItems/Divination/Images/TheDoctor",[]
2,9230,"Art/2DItems/Divination/Images/TheHermit",[]
3,9231,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,9232,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,9233,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,9234,"Art/2DItems/Divination/Images/TheGladiator",[]
7,9235,"Art/2DItems/Divination/Images/TheScholar",[]
8,9236,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,9237,"Art/2DItems/Divination/Images/ThePoet",[]
10,9238,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,9239,"Art/2DItems/Divination/Images/Hope",[]
12,9240,"Art/2DItems/Divination/Images/TheFiend",[]
13,9241,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,9242,"Art/2DItems/Divination/Images/ViniasToken",[]
15,9243,"Art/2DItems/Divination/Images/TheSummoner",[]
16,9244,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,9245,"Art/2DItems/Divination/Images/TheHunger",[]
18,9246,"Art/2DItems/Divination/Images/TheHoarder",[]
19,9247,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,9248,"Art/2DItems/Divination/Images/TheSun",[]
21,9249,"Art/2DItems/Divination/Images/TheWarden",[]
22,9250,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,9251,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,9252,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,9253,"Art/2DItems/Divination/Images/TheGambler",[]
26,9254,"Art/2DItems/Divination/Images/TheLover",[]
27,9255,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,9256,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,9257,"Art/2DItems/Divination/Images/TheAvenger",[]
30,9258,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,9259,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,9260,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,9261,"Art/2DItems/Divination/Images/TheFeast",[]
34,9262,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,9263,"Art/2DItems/Divination/Images/TheWatcher",[]
36,9264,"Art/2DItems/Divination/Images/TheIncantation",[]
37,9265,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,9266,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,9267,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,9268,"Art/2DItems/Divination/Images/TheWind",[]
41,9269,"Art/2DItems/Divination/Images/ThePact",[]
42,9270,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,9271,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,9272,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,9273,"Art/2DItems/Divination/Images/TheArtist",[]
46,9274,"Art/2DItems/Divination/Images/TheInventor",[]
