"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,5520,"GGG",1324
1,"Dex2",3,6546,"",1324
2,"Dex3",3,6433,"",1324
3,"Dex4",3,6202,"",1324
4,"Dex5",3,1,"",1324
5,"Dex6",3,1,"",1324
6,"Dex7",3,6700,"",1324
7,"Dex8",3,6452,"",1324
8,"Dex9",3,5411,"GGR",1324
9,"Dex10",3,5411,"GGR",1324
10,"Dex11",3,6440,"",1324
11,"Dex12",3,6710,"",1324
12,"Str1",0,5464,"RRR",1324
13,"Str2",0,5766,"RRR",1324
14,"Str3",0,6516,"",1324
15,"Str4",0,6432,"",1324
16,"Str5",0,6202,"",1324
17,"Str6",0,1,"",1324
18,"Str7",0,1,"",1324
19,"Str8",0,5627,"RRR",1324
20,"Str9",0,6659,"",1324
21,"Str10",0,5464,"RRG",1324
22,"Int1",1,5296,"BBB",1324
23,"Int2",1,5805,"BBB",1324
24,"Int3",1,6425,"",1324
25,"Int4",1,6680,"",1324
26,"Int5",1,6202,"",1324
27,"Int6",1,1,"",1324
28,"Int7",1,1,"",1324
29,"Int8",1,6490,"",1324
30,"Int9",1,6706,"",1324
31,"Int10",1,5296,"BBG",1324
32,"Int11",1,5492,"BBB",1324
33,"Int12",1,5492,"BBG",1324
34,"StrDex1",4,5411,"GRG",1324
35,"StrDex2",4,5381,"GRR",1324
36,"StrDex3",4,6440,"",1324
37,"StrDex4",4,6433,"",1324
38,"StrDex5",4,6202,"",1324
39,"StrDex6",4,1,"",1324
40,"StrDex7",4,1,"",1324
41,"StrDex8",4,6436,"",1324
42,"StrDex9",4,6659,"",1324
43,"StrDex10",4,5577,"GRR",1324
44,"StrInt1",6,5492,"RBB",1324
45,"StrInt2",6,5492,"RBR",1324
46,"StrInt3",6,6432,"",1324
47,"StrInt4",6,6659,"",1324
48,"StrInt5",6,6202,"",1324
49,"StrInt6",6,1,"",1324
50,"StrInt7",6,1,"",1324
51,"StrInt8",6,6706,"",1324
52,"StrInt9",6,5549,"RRR",1324
53,"StrInt10",6,6680,"",1324
54,"DexInt1",5,5322,"BGG",1324
55,"DexInt2",5,5322,"BGB",1324
56,"DexInt3",5,6490,"",1324
57,"DexInt4",5,6202,"",1324
58,"DexInt5",5,1,"",1324
59,"DexInt6",5,1,"",1324
60,"DexInt7",5,6680,"",1324
61,"DexInt8",5,6564,"",1324
62,"DexInt9",5,6567,"",1324
63,"DexInt10",5,5296,"BBB",1324
64,"DexInt11",5,5296,"BGB",1324
65,"StrDexInt1",2,5381,"GRG",1324
66,"StrDexInt2",2,5602,"GRR",1324
67,"StrDexInt3",2,6604,"",1324
68,"StrDexInt4",2,6436,"",1324
69,"StrDexInt5",2,6202,"",1324
70,"StrDexInt6",2,1,"",1324
71,"StrDexInt7",2,1,"",1324
72,"StrDexInt8",2,5381,"GRR",1324
73,"StrDexInt9",2,6564,"",1324
74,"StrDexInt10",2,6490,"",1324
75,"StrDexInt11",2,5492,"BGR",1324
76,"StrDexInt12",2,5492,"BGB",1324
77,"StrDexInt13",2,6433,"",1324
78,"Dex2_1",3,6700,"",1339
79,"Dex2_2",3,6452,"",1339
80,"Dex2_3",3,6450,"",1339
81,"Dex2_4",3,6546,"",1339
82,"Dex2_5",3,6436,"",1339
83,"Dex2_6",3,1,"",1339
84,"Dex2_7",3,1,"",1339
85,"Dex2_8",3,6202,"",1339
86,"Dex2_9",3,5411,"G",1339
87,"Dex2_10",3,5411,"G",1339
88,"Dex2_11",3,5520,"GG",1339
89,"Dex2_12",3,5786,"G",1339
90,"Dex2_13",3,6710,"",1339
91,"Str2_1",0,6659,"",1339
92,"Str2_2",0,6432,"",1339
93,"Str2_3",0,6516,"",1339
94,"Str2_4",0,1,"",1339
95,"Str2_5",0,1,"",1339
96,"Str2_6",0,6202,"",1339
97,"Str2_7",0,5627,"RR",1339
98,"Str2_8",0,5464,"R",1339
99,"Str2_9",0,5766,"R",1339
100,"Int2_1",1,6490,"",1339
101,"Int2_2",1,6706,"",1339
102,"Int2_3",1,6680,"",1339
103,"Int2_4",1,6425,"",1339
104,"Int2_5",1,1,"",1339
105,"Int2_6",1,1,"",1339
106,"Int2_7",1,6202,"",1339
107,"Int2_8",1,5296,"B",1339
108,"Int2_9",1,5296,"B",1339
