"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
0,1090,8225,"",9,1,5,""
1,1091,8078,"",0,1,5,""
2,1092,8092,"",5,6,10,""
3,1093,8091,"",7,6,10,""
4,1266,8137,"",4,1,5,""
5,1094,8215,"",0,1,5,""
6,1095,8217,"",0,1,5,""
7,1096,8076,"",0,1,5,""
8,1097,8082,"",6,1,5,""
9,1098,8083,"",13,1,5,""
10,1099,8086,"",0,1,5,""
11,1100,8223,"",2,6,10,""
12,1101,8209,"",5,1,5,""
13,1102,8180,"",3,1,5,""
14,1103,8152,"",10,1,5,""
15,1104,8173,"",0,6,10,""
16,1105,8097,"",0,1,5,""
17,1106,8146,"",15,6,10,""
18,1107,8096,"",5,1,5,""
19,1108,8119,"",4,6,10,""
20,1109,8073,"",2,1,5,""
21,1110,8220,"",0,6,10,""
22,1111,8216,"",0,1,5,""
23,1112,8221,"",7,11,15,""
24,1113,8112,"",3,1,5,""
25,1114,9805,"",3,0,0,""
26,1115,8151,"",0,6,10,""
27,1117,8085,"",10,1,5,""
28,1118,8168,"",9,6,10,""
29,1119,8181,"",3,1,5,""
30,1120,8167,"",0,11,15,""
31,1121,8105,"",4,11,15,""
32,1261,8156,"",8,1,5,""
33,1263,8150,"",13,1,5,""
34,1264,8177,"",1,1,5,""
35,1265,8172,"",11,1,5,""
36,1267,8101,"",15,1,5,""
37,1268,8109,"",14,1,5,""
38,1122,8219,"",11,6,10,""
39,1123,8214,"",11,1,5,""
40,1124,8206,"",0,1,5,""
41,1125,8175,"",14,1,5,""
42,1126,12535,"",14,0,0,1
43,1127,8084,"",3,1,5,""
44,1128,8087,"",3,6,10,""
45,1129,8114,"",0,6,10,""
46,1130,8162,"",0,6,10,""
47,1131,8103,"",0,6,10,""
48,1132,8127,"",12,1,5,""
49,1133,8207,"",3,1,5,""
50,1134,8213,"",4,1,5,""
51,1135,8077,"",8,1,5,""
52,1136,8093,"",5,11,15,""
53,1137,8089,"",9,6,10,""
54,1138,8113,"",16,1,5,""
55,1139,8115,"",2,1,5,""
56,1140,8121,"",8,1,5,""
57,1141,8129,"",5,1,5,""
58,1142,9308,"",5,0,0,""
59,1143,8126,"",4,11,15,""
60,1144,12295,"",4,0,0,""
61,1145,8155,"",10,6,10,""
62,1146,8208,"",0,6,10,""
63,1147,8202,"",0,6,10,""
64,1148,8158,"",16,6,10,""
65,1149,8163,"",11,6,10,""
66,1150,8110,"",0,1,5,""
67,1151,8098,"",2,1,5,""
68,1152,12536,"",2,0,0,""
69,1153,8118,"",1,6,10,""
70,1154,9484,"",1,0,0,""
71,1155,8148,"",15,6,10,""
72,1156,11908,"",15,0,0,""
73,1157,8147,"",5,11,15,""
74,1158,8123,"",10,6,10,""
75,1159,8149,"",0,6,10,""
76,1160,8224,"",0,11,15,""
77,1161,8218,"",0,11,15,""
78,1162,8187,"",0,6,10,""
79,1163,8088,"",4,11,15,""
80,1164,8236,"",4,0,0,""
81,1165,8107,"",0,6,10,""
82,1166,8142,"",0,1,5,""
83,1167,8144,"",5,11,15,""
84,1168,10555,"",5,0,0,1
85,1169,8122,"",0,6,10,""
86,1170,8131,"",6,0,0,""
87,1171,9420,"",6,0,0,""
88,1172,8132,"",9,0,0,""
89,1174,8176,"",13,6,10,""
90,1175,8212,"",4,6,10,""
91,1176,12534,"",4,0,0,""
92,1177,8227,"",0,11,15,""
93,1178,8104,"",6,11,15,""
94,1179,8095,"",7,11,15,""
95,1180,8161,"",16,6,10,""
96,1181,8159,"",14,6,10,""
97,1182,8165,"",15,6,10,""
98,1183,8141,"",14,6,10,""
99,1184,9403,"",14,0,0,""
100,1185,8124,"",15,6,10,""
101,1186,8135,"",12,6,10,""
102,1187,12294,"",12,0,0,""
103,1188,8171,"",0,6,10,""
104,1189,8211,"",5,6,10,""
105,1191,8164,"",1,11,15,""
106,1192,8203,"",2,6,10,""
107,1193,8116,"",0,0,0,""
108,1194,8157,"",10,6,10,""
109,1195,8153,"",0,11,15,""
110,1196,8125,"",12,6,10,""
111,1197,8130,"",2,0,0,""
112,1198,8134,"",7,0,0,""
113,1199,9327,"",7,0,0,""
114,1200,8136,"",8,6,10,""
115,1201,8139,"",6,6,10,""
116,1202,10554,"",6,0,0,""
117,1203,8166,"",2,11,15,""
118,1204,8120,"",0,6,10,""
119,1205,8102,"",4,6,10,""
120,1206,8111,"",7,6,10,""
121,1207,8133,"",0,11,15,""
122,1208,8174,"",6,6,10,""
123,1209,8079,"",0,6,10,""
124,1210,8099,"",0,0,0,""
125,1211,8100,"",10,6,10,""
126,1213,8205,"",14,11,15,""
127,1214,8200,"",0,11,15,""
128,1215,8138,"",3,6,10,""
129,1216,9370,"",3,0,0,""
130,1217,8117,"",16,0,0,""
131,1218,8075,"",3,11,15,""
132,1219,8094,"",0,6,10,""
133,1220,8154,"",0,11,15,""
134,1221,9424,"",10,0,0,""
135,1222,8160,"",12,6,10,""
136,1223,9638,"",12,0,0,""
137,1224,8108,"",0,11,15,""
138,1225,8182,"",0,11,15,""
139,1226,8080,"",0,6,10,""
140,1227,8210,"",9,6,10,""
141,1228,8145,"",0,11,15,""
142,1229,8169,"",13,11,15,""
143,1230,8179,"",13,11,15,""
144,1231,8143,"",2,6,10,""
145,1232,8081,"",1,11,15,""
146,1233,8184,"",0,11,15,""
147,1234,8183,"",0,11,15,""
148,1235,8090,"",11,11,15,""
149,1236,8186,"",0,11,15,""
150,1237,8226,"",12,11,15,""
151,1238,8170,"",11,11,15,""
152,1239,8222,"",0,11,15,""
153,1240,8178,"",12,11,15,""
154,1241,8201,"",8,11,15,""
155,1242,8204,"",6,11,15,""
156,1243,8199,"",8,11,15,""
157,1244,8140,"",8,11,15,""
158,1245,8198,"",0,11,15,""
159,1259,8106,"",9,0,0,""
160,1260,8128,"",7,0,0,""
161,1269,8185,"",7,0,0,""
162,1246,8188,"",16,0,0,1
163,1247,8189,"",16,0,0,1
164,1249,8190,"",16,0,0,1
165,1248,8191,"",16,0,0,1
166,1251,8193,"",16,0,0,1
167,1257,8074,"",6,0,0,""
168,1271,8234,"",17,0,0,1
169,1272,8233,"",17,0,0,1
170,1273,8235,"",17,0,0,1
171,1274,8231,"",17,0,0,1
172,1275,8232,"",17,0,0,1
