"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,7395,[8088],"[1583,7005]",20,"","","","","",1
1,7396,[8088],"[1583,7005]",20,"","","","","",1
2,7397,[8088],"[1583,7005]",20,"","","","","",1
3,7398,[8088],"[1583,7005]",20,"","","","","",1
4,7400,[8089],[1583],20,"","","","","",1
5,7401,[8089],[1583],20,"","","","","",1
6,7402,[8089],[1583],20,"","","","","",1
7,7403,[8089],[1583],20,"","","","","",1
8,7410,[8092],[],20,"","","","","",1
9,7411,[8092],[],20,"","","","","",1
10,7412,[8092],[],20,"","","","","",1
11,7413,[8092],[],20,"","","","","",1
12,7415,[8093],[],20,"","","","","",1
13,7416,[8093],[],20,"","","","","",1
14,7417,[8093],[],20,"","","","","",1
15,7418,[8093],[],20,"","","","","",1
16,7420,[8094],[],20,"","","","","",1
17,7421,[8094],[],20,"","","","","",1
18,7422,[8094],[],20,"","","","","",1
19,7423,[8094],[],20,"","","","","",1
20,7425,[8095],[],20,"","","","","",1
21,7426,[8095],[],20,"","","","","",1
22,7427,[8095],[],20,"","","","","",1
23,7428,[8095],[],20,"","","","","",1
24,7430,[8096],[],20,"","","","","",""
25,9545,[18210],[7006],1,1,"","","","",""
26,9546,[18211],[7006],1,1,"","","","",""
27,9547,[18212],[7006],1,1,"","","","",""
28,9548,[18213],"[7006,7144]",1,1,"","","","",""
29,9549,[18214],[7006],2,1,"","","","",""
30,9550,[18215],[7006],2,1,"","","","",""
31,9551,[18216],[7006],2,1,"","","","",""
32,9552,[18217],"[7006,7145]",2,1,"","","","",""
33,9553,[18218],[7006],3,1,"","","","",""
34,9554,[18219],[7006],3,1,"","","","",""
35,9555,[18220],[7006],3,1,"","","","",""
36,9556,[18221],"[7006,7146]",3,1,"","","","",""
37,9557,[18222],[7006],0,1,"","","","",""
38,9558,[18223],[7006],0,1,"","","","",""
39,9559,[18224],[7006],0,1,"","","","",""
40,9560,[18225],"[7006,7147]",0,1,"","","","",""
41,9561,[18226],[7006],0,1,"","","","",""
42,9562,[18227],[7006],0,1,"","","","",""
43,9563,[18228],[7006],0,1,"","","","",""
44,9564,[18229],[7006],0,1,"","","","",""
45,9565,[18230],[7006],4,1,1,"","","",""
46,9566,[18231],[7006],4,1,1,"","","",""
47,9567,[18232],[7006],4,1,1,"","","",""
48,9568,[18233],"[7006,7148]",4,1,1,"","","",""
49,9569,[18234],[7006],5,1,"",1,"","",""
50,9570,[18235],[7006],5,1,"",1,"","",""
51,9571,[18236],[7006],5,1,"",1,"","",""
52,9572,[18237],"[7006,7149]",5,1,"",1,"","",""
53,9573,[18238],[7006],0,1,"","","","",""
54,9574,[18239],[7006],0,1,"","","","",""
55,9575,[18240],[7006],0,1,"","","","",""
56,9576,[18241],"[7006,7150]",0,1,"","","","",""
57,9577,[18242],[7006],6,1,"","","","",""
58,9578,[18243],[7006],6,1,"","","","",""
59,9579,[18244],[7006],6,1,"","","","",""
60,9580,[18245],"[7006,7151]",6,1,"","","","",""
61,9581,[18246],[7006],7,1,"","","","",""
62,9582,[18247],[7006],7,1,"","","","",""
63,9583,[18248],[7006],7,1,"","","","",""
64,9584,[18249],"[7006,7152]",7,1,"","","","",""
65,9585,[18250],[7006],8,1,"","","","",""
66,9586,[18251],[7006],8,1,"","","","",""
67,9587,[18252],[7006],8,1,"","","","",""
68,9588,[18253],"[7006,7153]",8,1,"","","","",""
69,9589,[18254],[7006],9,1,"","","","",""
70,9590,[18255],[7006],9,1,"","","","",""
71,9591,[18256],[7006],9,1,"","","","",""
72,9592,[18257],"[7006,7154]",9,1,"","","","",""
73,9593,[18258],[7006],10,1,"","","","",""
74,9594,[18259],[7006],10,1,"","","","",""
75,9595,[18260],[7006],10,1,"","","","",""
76,9596,[18261],"[7006,7155]",10,1,"","","","",""
77,9597,[18262],[7006],11,1,"","","","",""
78,9598,[18263],[7006],11,1,"","","","",""
79,9599,[18264],[7006],11,1,"","","","",""
80,9600,[18265],"[7006,7156]",11,1,"","","","",""
81,9601,[18278],[7006],12,1,"","","","",""
82,9602,[18279],[7006],12,1,"","","","",""
83,9603,[18280],[7006],12,1,"","","","",""
84,9604,[18281],"[7006,7157]",12,1,"","","","",""
85,9605,[18270],[],13,1,"","","","",""
86,9606,[18271],[],13,1,"","","","",""
87,9607,[18272],[],13,1,"","","","",""
88,9608,[18273],[],13,1,"","","","",""
89,9609,[18274],[],14,1,"","","","",""
90,9610,[18275],[],14,1,"","","","",""
91,9611,[18276],[],14,1,"","","","",""
92,9612,[18277],[],14,1,"","","","",""
93,7456,"[20117,20122]",[],15,"","","",1,"",""
94,7457,"[20118,20123]",[],16,"","","",1,"",""
95,7458,"[20119,20124]",[],17,"","","",1,"",""
96,7459,"[20120,20125]",[],18,"","","",1,"",""
97,7460,"[20121,20126]",[],19,"","","",1,"",""
98,7461,"[20127,20132]",[],15,"","","",1,"",""
99,7462,"[20128,20133]",[],16,"","","",1,"",""
100,7463,"[20129,20134]",[],17,"","","",1,"",""
101,7464,"[20130,20135]",[],18,"","","",1,"",""
102,7465,"[20131,20136]",[],19,"","","",1,"",""
103,9615,[20481],[],20,"","","","","",""
104,9616,[20482],[],20,"","","","","",""
105,9617,[20483],[],20,"","","","","",""
106,9618,[20484],[],20,"","","","","",""
107,9619,[20485],[],20,"","","","","",""
108,9620,[20486],[],20,"","","","","",""
109,9621,[20488],[],20,"","","","","",""
110,9622,[20489],[],20,"","","","","",""
111,9623,[20490],[],20,"","","","","",""
112,9624,[20492],[],20,"","","","","",""
113,9625,[20493],[],20,"","","","","",""
114,9626,[20495],[],20,"","","","","",""
115,9627,[20496],[],20,"","","","","",""
116,7466,[8090],[],20,"","","",1,"",""
117,7483,[23886],[9592],20,1,"","","",1,""
