version,fixed_size,row_count,row_width,var_offset,var_size
3.18.1,641344,10021,64,641348,1161794
3.19.0,642496,10039,64,642500,1163642
3.19.0f,642624,10041,64,642628,1163968
3.19.1,642624,10041,64,642628,1165320
3.19.1c,642624,10041,64,642628,1165328
3.19.2b,642752,10043,64,642756,1165462
3.20.0,658496,10289,64,658500,1194392
3.20.0b,658496,10289,64,658500,1194436
3.20.1,658496,10289,64,658500,1194516
3.20.1b,658496,10289,64,658500,1194532
3.21.0,709512,10434,68,709516,1213352
3.21.0c,709512,10434,68,709516,1213400
3.21.1,709512,10434,68,709516,1213248
3.22.1.2,727668,10701,68,727672,1243886
3.22.1.3.2,727668,10701,68,727672,1243926
3.22.1.6,727736,10702,68,727740,1244070
3.23.0.1.3,763504,11228,68,763508,1338630
