version,fixed_size,row_count,row_width,var_offset,var_size
3.14.2,2660,95,28,2664,1722
3.15.0,7924,283,28,7928,5506
3.15.1,8036,287,28,8040,5600
3.15.2,8316,297,28,8320,5968
3.15.3,8540,305,28,8544,6314
3.16.0,9968,356,28,9972,8278
3.17.0,10192,364,28,10196,8436
3.17.2,10304,368,28,10308,8500
3.17.3,10360,370,28,10364,8532
3.17.4b,10388,371,28,10392,8576
3.18.0,10976,392,28,10980,9042
3.18.0d,11088,396,28,11092,9236
3.18.1,11172,399,28,11176,9284
3.18.1e,11200,400,28,11204,9300
3.19.0,12320,440,28,12324,10350
3.19.1,13160,470,28,13164,11182
3.19.2,13216,472,28,13220,11214
3.19.2b,13244,473,28,13248,11230
3.20.0,14252,509,28,14256,12024
3.20.2c,14308,511,28,14312,12056
3.21.0,15148,541,28,15152,12868
3.22.1.2,15848,566,28,15852,13442
3.22.1.6,15960,570,28,15964,13506
3.23.0.1.3,16100,575,28,16104,13646
3.23.1.1,16128,576,28,16132,13662
