version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,195156,5421,36,195160,900592
3.12.0,202284,5619,36,202288,928104
3.12.1,202320,5620,36,202324,928312
3.12.2,202464,5624,36,202468,928730
3.12.3,202500,5625,36,202504,928864
3.12.4,202680,5630,36,202684,929316
3.12.4b,202860,5635,36,202864,930368
3.12.4d,203220,5645,36,203224,931380
3.12.5,203292,5647,36,203296,931856
3.12.5b,203436,5651,36,203440,932766
3.12.5c,203544,5654,36,203548,933332
3.13.0,210924,5859,36,210928,966956
3.13.1,211032,5862,36,211036,967492
3.13.1e,211212,5867,36,211216,968354
3.13.2c,211212,5867,36,211216,968558
3.14.0,214920,5970,36,214924,983686
3.14.1,214920,5970,36,214924,983768
3.14.1c,214992,5972,36,214996,984034
3.14.1d,215100,5975,36,215104,984564
3.14.3,215604,5989,36,215608,986278
3.14.3b,216360,6010,36,216364,988006
3.14.3c,216792,6022,36,216796,989654
3.15.0,221976,6166,36,221980,1010294
3.15.0b,221976,6166,36,221980,1010282
3.15.1,222120,6170,36,222124,1010964
3.15.2,220356,6121,36,220360,1002810
3.15.3,220608,6128,36,220612,1004256
3.15.3b,220608,6128,36,220612,1004226
3.15.3d,220608,6128,36,220612,1003994
3.16.0,275264,6256,44,275268,1032734
3.16.0b,275440,6260,44,275444,1033092
3.16.1,275484,6261,44,275488,1033116
3.16.1b,275484,6261,44,275488,1033302
3.16.2,275616,6264,44,275620,1033916
3.16.2b,275836,6269,44,275840,1034716
3.17.0,286132,6503,44,286136,1070660
3.17.1,288156,6549,44,288160,1077080
3.17.2,288552,6558,44,288556,1078310
3.17.3,289300,6575,44,289304,1080904
3.17.3b,289564,6581,44,289568,1081716
3.17.4,289916,6589,44,289920,1082874
3.17.4b,290136,6594,44,290140,1083776
3.17.4c,290356,6599,44,290360,1084180
3.18.0,296032,6728,44,296036,1103292
3.18.0c,296032,6728,44,296036,1103256
3.18.0d,296120,6730,44,296124,1103432
3.18.1,296208,6732,44,296212,1103662
3.18.1b,296252,6733,44,296256,1103712
3.18.1c,296340,6735,44,296344,1103992
3.18.1d,296516,6739,44,296520,1104492
3.19.0,297308,6757,44,297312,1113170
3.19.1,297352,6758,44,297356,1113246
3.19.1c,297528,6762,44,297532,1114116
3.19.2,297616,6764,44,297620,1114468
3.19.2b,297836,6769,44,297840,1115294
3.20.0,292468,6647,44,292472,1070202
3.20.0b,292468,6647,44,292472,1070268
3.20.1,292996,6659,44,293000,1071676
3.20.1b,292996,6659,44,293000,1071612
3.20.2,293128,6662,44,293132,1072012
3.20.2b,293348,6667,44,293352,1072936
3.20.2c,293612,6673,44,293616,1074062
3.20.2d,293788,6677,44,293792,1074322
3.21.0,297572,6763,44,297576,1085624
3.21.1,298276,6779,44,298280,1088182
3.22.1.2,307208,6982,44,307212,1119732
3.22.1.6,307384,6986,44,307388,1120130
3.22.2.1,307560,6990,44,307564,1120670
3.22.2.2,307868,6997,44,307872,1121706
3.23.0.1.3,312312,7098,44,312316,1138986
3.23.0.2,312312,7098,44,312316,1139132
3.23.2.1.2,312312,7098,44,312316,1139104
3.23.2.2,312400,7100,44,312404,1139498
