version,fixed_size,row_count,row_width,var_offset,var_size
3.14.0,5198,46,113,5202,3378
3.14.3b,5537,49,113,5541,3558
3.15.0,37855,335,113,37859,29434
3.16.0,40131,343,117,40135,29946
3.17.0,53070,435,122,53074,35414
3.17.1,53070,435,122,53074,35422
3.18.0,64860,470,138,64864,37406
3.19.0,66516,482,138,66520,38242
3.19.1,66516,482,138,66520,38246
3.20.0,66930,485,138,66934,38408
3.20.1,67068,486,138,67072,38498
3.20.2,67068,486,138,67072,38538
3.21.0,69138,501,138,69142,39596
3.22.1.2,74520,540,138,74524,42132
3.23.0.1.3,80592,584,138,80596,44822
3.23.1.1,80730,585,138,80734,44876
