version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,10138296,19572,518,10138300,2381586
3.12.0,11306916,21174,534,11306920,2553354
3.12.1,11306916,21174,534,11306920,2553370
3.12.2,12325596,21178,582,12325600,2553686
3.12.3,12326178,21179,582,12326182,2553760
3.12.5,12326760,21180,582,12326764,2553834
3.12.5b,12332580,21190,582,12332584,2554690
3.13.0,13051392,22272,586,13051396,2705018
3.13.1c,13051392,22272,586,13051396,2705034
3.13.1e,13051978,22273,586,13051982,2705100
3.14.0,13397718,22863,586,13397722,3548682
3.14.1,13397718,22863,586,13397722,3548722
3.14.2,13398890,22865,586,13398894,3548858
3.14.3b,13478586,23001,586,13478590,3566764
3.15.0,14146583,23617,599,14146587,3682464
3.15.0c,14146583,23617,599,14146587,3682488
3.15.2,14146583,23617,599,14146587,3682128
3.15.3,14146583,23617,599,14146587,3682192
3.16.0,15388909,25691,599,15388913,4029082
3.16.0b,15389508,25692,599,15389512,4029142
3.16.0c,15389508,25692,599,15389512,4029134
3.16.0d,15389508,25692,599,15389512,4029162
3.16.1,15389508,25692,599,15389512,4029786
3.16.2,15391305,25695,599,15391309,4029938
3.17.0,18403320,30120,611,18403324,4719680
3.17.1,18403320,30120,611,18403324,4717904
3.17.2,18403931,30121,611,18403935,4717982
3.17.3b,18403931,30121,611,18403935,4718062
3.17.4,18403931,30121,611,18403935,4717678
3.18.0,19132905,30515,627,19132909,4775696
3.18.0c,19132905,30515,627,19132909,4775738
3.18.0d,19132905,30515,627,19132909,4775774
3.18.1,19132905,30515,627,19132909,4775794
3.18.1d,19133532,30516,627,19133536,4775854
3.19.0,19627215,30909,635,19627219,5101950
3.19.1,19627850,30910,635,19627854,5102082
3.19.1b,19627850,30910,635,19627854,5102102
3.19.2,19639280,30928,635,19639284,5103880
3.20.0,20766775,31705,655,20766779,5279982
3.20.0b,20766775,31705,655,20766779,5280028
3.20.1,20785115,31733,655,20785119,5283624
3.20.1b,20785770,31734,655,20785774,5283702
3.20.2,20786425,31735,655,20786429,5283820
3.20.2b,20790355,31741,655,20790359,5284206
3.20.2c,20791010,31742,655,20791014,5284300
3.21.0,22679375,34625,655,22679379,5764608
3.21.1,22680030,34626,655,22680034,5764646
3.22.1.2,22827405,34851,655,22827409,5790618
3.22.1.5,22827405,34851,655,22827409,5790474
3.22.2.1,22830680,34856,655,22830684,5790858
3.23.0.1.3,23257085,35507,655,23257089,5866082
3.23.0.2,23257085,35507,655,23257089,5866084
3.23.1.1,23259050,35510,655,23259054,5866440
