version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,18252,169,108,18256,200052
3.12.0,19980,185,108,19984,213666
3.12.5c,20520,190,108,20524,218982
3.12.5d,20736,192,108,20740,219054
3.13.0,21384,198,108,21388,225010
3.14.0,24360,210,116,24364,263810
3.14.3b,24592,212,116,24596,266392
3.15.0,25984,224,116,25988,276520
3.16.0,27028,233,116,27032,283854
3.16.2,27724,239,116,27728,284056
3.16.2b,27724,239,116,27728,291110
3.16.3b,27840,240,116,27844,292632
3.17.0,29232,252,116,29236,303986
3.17.1,29348,253,116,29352,304260
3.17.4b,29696,256,116,29700,305744
3.18.0,30508,263,116,30512,310754
3.18.1,30508,263,116,30512,309260
3.18.1e,30624,264,116,30628,309306
3.19.0,31436,271,116,31440,313620
3.19.2b,31668,273,116,31672,316424
3.20.0,31784,274,116,31788,316604
3.20.1,31900,275,116,31904,317912
3.20.2c,32016,276,116,32020,318146
3.21.0,32248,278,116,32252,319424
3.22.1.2,32480,280,116,32484,320814
3.23.0.1.3,33524,289,116,33528,326420
