version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,55380,923,60,55384,158002
3.12.0,57780,963,60,57784,164782
3.12.5b,57960,966,60,57964,165040
3.13.0,60420,1007,60,60424,171548
3.13.1c,60420,1007,60,60424,171562
3.14.0,62820,1047,60,62824,177526
3.15.0,65220,1087,60,65224,183032
3.16.0,67620,1127,60,67624,189238
3.16.2,67920,1132,60,67924,189558
3.17.0,70560,1176,60,70564,197252
3.18.0,72960,1216,60,72964,205538
3.19.0,75360,1256,60,75364,212838
3.19.0b,75360,1256,60,75364,212840
3.19.0f,75360,1256,60,75364,212842
3.19.1b,75420,1257,60,75424,212876
3.19.1d,75420,1257,60,75424,212868
3.19.2,75480,1258,60,75484,212932
3.20.0,77880,1298,60,77884,219954
3.20.2b,77940,1299,60,77944,220078
3.20.2c,77940,1299,60,77944,220092
3.21.0,80820,1347,60,80824,228426
3.21.0c,80820,1347,60,80824,228474
3.21.1,80820,1347,60,80824,228420
