version,fixed_size,row_count,row_width,var_offset,var_size
3.14.2,168,6,28,172,172
3.15.0,1204,43,28,1208,1562
3.15.1,1232,44,28,1236,1638
3.15.2,2128,76,28,2132,2502
3.16.0,4312,154,28,4316,5288
3.16.2,4340,155,28,4344,5304
3.17.0,4508,161,28,4512,5522
3.17.1,4732,169,28,4736,5906
3.18.0,4816,172,28,4820,5954
3.18.0d,4872,174,28,4876,6018
3.19.0,4900,175,28,4904,6084
3.19.1,5096,182,28,5100,6436
3.19.2,5236,187,28,5240,6570
3.20.0,5712,204,28,5716,7102
3.21.0,5852,209,28,5856,7182
3.22.1.2,6048,216,28,6052,7412
3.22.1.6,6160,220,28,6164,7504
