version,fixed_size,row_count,row_width,var_offset,var_size
3.17.0,21033,513,41,21037,32532
3.17.1,21238,518,41,21242,32790
3.17.3,21238,518,41,21242,32786
3.17.4b,21361,521,41,21365,32944
3.17.4c,21361,521,41,21365,32948
3.18.0,22550,550,41,22554,35210
3.18.0d,22591,551,41,22595,35286
3.18.1e,22632,552,41,22636,35364
3.19.0,23657,577,41,23661,37196
3.19.1,23739,579,41,23743,37332
3.19.2b,23780,580,41,23784,37406
3.20.0,23985,585,41,23989,37708
3.20.1,24026,586,41,24030,37750
3.20.2,24067,587,41,24071,37848
3.20.2b,24108,588,41,24112,37916
3.21.0,24600,600,41,24604,38828
3.22.1.2,25010,610,41,25014,39562
3.22.1.6,25133,613,41,25137,39758
3.23.0.1.3,25256,616,41,25260,39910
