version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,325045,1295,251,325049,306668
3.12.0,374241,1491,251,374245,369248
3.12.1,388297,1547,251,388301,385880
3.12.3,392313,1563,251,392317,390696
3.13.0,393066,1566,251,393070,392038
3.14.0,421178,1678,251,421182,419054
3.14.3b,422684,1684,251,422688,420696
3.15.0,433728,1728,251,433732,434754
3.16.0,518100,1727,300,518104,430928
3.17.0,522460,1730,302,522464,432564
3.18.0,522460,1730,302,522464,432574
3.18.1d,522460,1730,302,522464,432998
3.19.0,553320,1740,318,553324,435510
3.19.1,553320,1740,318,553324,435592
3.20.0,778540,2324,335,778544,595940
3.20.1,778875,2325,335,778879,596150
3.20.2c,778875,2325,335,778879,596238
3.21.0,778875,2325,335,778879,401136
3.22.1.1,779545,2327,335,779549,401492
