version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,86505,1095,79,86509,1029284
3.12.0,87374,1106,79,87378,1049228
3.12.4,87374,1106,79,87378,1049472
3.12.5c,87453,1107,79,87457,1050586
3.13.0,88796,1124,79,88800,1071674
3.13.1e,88875,1125,79,88879,1072682
3.14.0,90850,1150,79,90854,1097172
3.14.3b,90929,1151,79,90933,1098672
3.15.0,92746,1174,79,92750,1111760
3.15.1,93931,1189,79,93935,1119462
3.16.0,107360,1220,88,107364,1203242
3.16.1,107360,1220,88,107364,1203806
3.17.0,129376,1244,104,129380,1228952
3.17.4b,135432,1254,108,135436,1248276
3.18.0,136728,1266,108,136732,1252690
3.18.1,137994,1266,109,137998,1252690
3.18.1e,138212,1268,109,138216,1252964
3.19.0,144414,1278,113,144418,1257152
3.19.2b,144640,1280,113,144644,1257506
3.20.0,147744,1296,114,147748,1264880
3.20.1,149910,1315,114,149914,1271858
3.20.2,149910,1315,114,149914,1273528
3.20.2b,150366,1319,114,150370,1274192
3.20.2c,150480,1320,114,150484,1276526
3.21.0,173680,1336,130,173684,1250538
3.22.1.2,177450,1365,130,177454,1264146
