version,fixed_size,row_count,row_width,var_offset,var_size
3.14.0,6624,92,72,6628,4092
3.14.1c,6696,93,72,6700,4146
3.15.0,7416,103,72,7420,4840
3.15.0d,7488,104,72,7492,4894
3.16.0,7848,109,72,7852,5264
3.16.2,7920,110,72,7924,5314
3.17.0,8352,116,72,8356,5806
3.17.3,8640,120,72,8644,6112
3.18.0,8856,123,72,8860,6248
3.18.0d,9000,125,72,9004,6354
3.19.0,9216,128,72,9220,6498
3.19.1,9432,131,72,9436,6680
3.20.0,10008,139,72,10012,7036
3.20.2b,10080,140,72,10084,7090
3.21.0,10656,148,72,10660,7162
3.22.1.2,10944,152,72,10948,7330
3.22.1.6,11376,158,72,11380,7658
