version,fixed_size,row_count,row_width,var_offset,var_size
3.18.1,8595928,46717,184,8595932,3577760
3.19.0,8627944,46891,184,8627948,3598312
3.19.0f,8628312,46893,184,8628316,3598536
3.19.1c,8628312,46893,184,8628316,3598532
3.19.2b,8628680,46895,184,8628684,3598564
3.20.0,8843776,48064,184,8843780,3668068
3.21.0,8987480,48845,184,8987484,3738356
3.21.1,8987480,48845,184,8987484,3738996
3.22.1.2,9176080,49870,184,9176084,3795288
3.22.1.6,9176448,49872,184,9176452,3795320
3.23.0.1.3,11824760,64265,184,11824764,5049248
3.23.0.3,11824760,64265,184,11824764,5049176
3.23.0.4,11824760,64265,184,11824764,5049236
3.23.1.1,11824944,64266,184,11824948,5049252
