version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,268356,1254,214,268360,435996
3.12.0,275632,1288,214,275636,450302
3.12.2,275632,1288,214,275636,450926
3.12.3,276060,1290,214,276064,451116
3.12.3c,276060,1290,214,276064,451200
3.12.4,276060,1290,214,276064,451392
3.13.0,300380,1306,230,300384,614894
3.13.0b,300380,1306,230,300384,615918
3.13.1d,300380,1306,230,300384,615966
3.13.1e,300380,1306,230,300384,616030
3.14.0,306008,1319,232,306012,623572
3.15.0,311808,1344,232,311812,642286
3.15.1,313152,1344,233,313156,642124
3.16.0,316181,1357,233,316185,750472
3.16.0d,316181,1357,233,316185,750456
3.16.1,316181,1357,233,316185,750556
3.17.0,318278,1366,233,318282,753082
3.17.1,318278,1366,233,318282,753130
3.18.0,318511,1367,233,318515,753560
3.18.1c,318511,1367,233,318515,753558
3.19.0,319676,1372,233,319680,757536
3.19.2b,319909,1373,233,319913,757718
3.20.0,323637,1389,233,323641,772312
3.20.1,323637,1389,233,323641,772354
3.20.2,323637,1389,233,323641,772382
3.21.0,329695,1415,233,329699,801776
3.21.1,329695,1415,233,329699,802112
3.22.1.2,335054,1438,233,335058,819288
3.23.0.1.3,447951,1799,249,447955,1074790
