version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,548142,2947,186,548146,417048
3.12.0,551304,2964,186,551308,419354
3.13.0,602680,3172,190,602684,456852
3.13.1e,602680,3172,190,602684,456880
3.14.0,606100,3190,190,606104,459366
3.14.3b,631940,3326,190,631944,473022
3.15.0,633460,3334,190,633464,473980
3.15.0e,633460,3334,190,633464,473996
3.16.0,713996,3466,206,714000,469610
3.16.0b,713996,3466,206,714000,469578
3.17.0,905982,4081,222,905986,517430
3.17.1,905982,4081,222,905986,517446
3.17.2,905982,4081,222,905986,517434
3.17.3b,905982,4081,222,905986,517262
3.18.0,979846,4117,238,979850,528754
3.19.0,982226,4127,238,982230,530718
3.20.0,1255625,4375,287,1255629,569912
3.20.1,1255625,4375,287,1255629,570002
3.20.2b,1255625,4375,287,1255629,569996
3.21.0,1335776,4394,304,1335780,572374
3.22.1.1,1352496,4449,304,1352500,587464
