version,fixed_size,row_count,row_width,var_offset,var_size
3.14.2,1800,9,200,1804,4032
3.15.0,11400,57,200,11404,17612
3.15.0d,11600,58,200,11604,17778
3.15.1,12200,61,200,12204,18302
3.15.2,13000,65,200,13004,19298
3.15.3,13200,66,200,13204,19524
3.16.0,26600,133,200,26604,37978
3.17.0,27600,138,200,27604,42062
3.17.1,27800,139,200,27804,42422
3.17.2,28400,142,200,28404,46122
3.17.3,29000,145,200,29004,48146
3.17.4b,29200,146,200,29204,48352
3.18.0,31200,156,200,31204,50286
3.18.0d,31600,158,200,31604,50916
3.18.1e,31600,158,200,31604,51060
3.19.0,34000,170,200,34004,53760
3.19.1,35600,178,200,35604,55976
3.19.2,35600,178,200,35604,56030
3.20.0,37800,189,200,37804,58718
3.21.0,40200,201,200,40204,45912
3.22.1.2,41800,209,200,41804,47222
3.22.1.6,42200,211,200,42204,47624
