version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,688687,2383,289,688691,93420
3.12.0,732037,2533,289,732041,100758
3.12.3,734060,2540,289,734064,101002
3.12.4b,734060,2540,289,734064,101010
3.12.5b,744806,2542,293,744810,101010
3.13.0,777329,2653,293,777333,107620
3.14.0,815875,2675,305,815879,108866
3.15.0,861320,2824,305,861324,115918
3.15.0d,871995,2859,305,871999,117154
3.16.0,864065,2833,305,864069,116310
3.16.2,864675,2835,305,864679,116340
3.17.0,782612,2708,289,782616,108698
3.17.1,784635,2715,289,784639,108806
3.17.2,784635,2715,289,784639,108810
3.18.0,786080,2720,289,786084,109074
3.19.0,863254,2758,313,863258,171518
3.19.2b,867323,2771,313,867327,172058
3.20.0,933373,2837,329,933377,177528
3.20.1,933373,2837,329,933377,177494
3.20.2b,939953,2857,329,939957,177510
3.21.0,940611,2859,329,940615,177630
