version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,5825,233,25,5829,41662
3.12.0,6025,241,25,6029,42780
3.13.0,6325,253,25,6329,44468
3.13.1e,6350,254,25,6354,44578
3.14.0,6575,263,25,6579,46080
3.14.3b,6800,272,25,6804,47326
3.15.0,7025,281,25,7029,49252
3.16.0,8675,347,25,8679,62552
3.16.3,8675,347,25,8679,62236
3.17.0,9325,373,25,9329,67432
3.17.1,9400,376,25,9404,67878
3.17.3,9425,377,25,9429,68012
3.17.4,9475,379,25,9479,68276
3.18.0,10250,410,25,10254,74326
3.19.0,14058,426,33,14062,76900
3.20.0,14982,454,33,14986,82960
3.20.2b,15015,455,33,15019,83172
3.21.0,15774,478,33,15778,87318
3.21.1,15840,480,33,15844,87798
3.22.1.2,17688,536,33,17692,99768
3.22.1.6,17721,537,33,17725,99908
