version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,145984,2281,64,145988,161292
3.12.0,155776,2434,64,155780,178084
3.12.2,155776,2434,64,155780,178072
3.12.5b,155840,2435,64,155844,178130
3.13.0,158080,2470,64,158084,181268
3.14.0,159104,2486,64,159108,182094
3.15.0,161536,2524,64,161540,185032
3.16.0,161984,2531,64,161988,185384
3.17.0,164032,2563,64,164036,187186
3.18.0,166336,2599,64,166340,189186
3.19.0,167680,2620,64,167684,190450
3.20.0,169216,2644,64,169220,191602
3.20.1,169280,2645,64,169284,191646
3.20.1b,169344,2646,64,169348,191726
3.21.0,171264,2676,64,171268,193272
3.22.1.2,172544,2696,64,172548,195172
