version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,228664,808,283,228668,82440
3.12.0,228664,808,283,228668,82456
3.13.0,228947,809,283,228951,82564
3.14.0,238004,796,299,238008,81982
3.15.0,238303,797,299,238307,82638
3.15.2,269103,813,331,269107,68578
3.16.0,263228,833,316,263232,61926
3.17.0,266684,836,319,266688,62204
3.17.1,267003,837,319,267007,62236
3.18.0,266365,835,319,266369,62098
3.19.0,266365,835,319,266369,71290
3.20.0,266365,835,319,266369,71286
3.20.1,306445,835,367,306449,71286
3.21.0,306812,836,367,306816,72202
3.22.1.2,312960,815,384,312964,72246
