version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,103200,516,200,103204,7192
3.12.0,145824,672,217,145828,9140
3.12.3,142352,656,217,142356,8820
3.12.4,143220,660,217,143224,8916
3.13.0,165438,707,234,165442,9460
3.14.0,176250,750,235,176254,10084
3.14.1,176485,751,235,176489,10084
3.15.0,193405,823,235,193409,10696
3.15.1,194228,823,236,194232,10696
3.16.0,209678,881,238,209682,11216
3.16.0b,209916,882,238,209920,11232
3.17.0,224532,924,243,224536,11748
3.18.0,226432,928,244,226436,11824
3.19.0,226676,929,244,226680,11840
3.20.0,252160,985,256,252164,12548
3.21.0,277095,1015,273,277099,13028
3.22.1.1,295386,1082,273,295390,13800
