version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,16775,275,61,16779,32300
3.12.0,17629,289,61,17633,34374
3.13.0,17873,293,61,17877,34930
3.14.0,18056,296,61,18060,35316
3.14.1,18117,297,61,18121,35468
3.15.0,18544,304,61,18548,36266
3.16.0,18605,305,61,18609,36386
3.17.0,18910,310,61,18914,37218
3.17.4b,19032,312,61,19036,37386
3.18.0,20658,313,66,20662,37438
3.19.0,20790,315,66,20794,37716
3.20.0,20922,317,66,20926,37960
3.21.0,21252,322,66,21256,38732
3.22.1.1,21516,326,66,21520,39446
