version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,6096,254,24,6100,328
3.12.0,7140,255,28,7144,328
3.12.5c,7280,260,28,7284,328
3.12.5d,7392,264,28,7396,328
3.13.2b,7504,268,28,7508,328
3.14.0,7532,269,28,7536,432
3.14.3b,7700,275,28,7704,432
3.15.3c,7868,281,28,7872,432
3.16.0,7896,282,28,7900,432
3.16.2,8036,287,28,8040,432
3.16.3b,8204,293,28,8208,432
3.17.0,8232,294,28,8236,546
3.17.4b,8400,300,28,8404,546
3.18.1e,8568,306,28,8572,546
3.19.0,8624,308,28,8628,546
3.19.2b,8792,314,28,8796,546
3.20.1,8932,319,28,8936,546
3.20.2c,9100,325,28,9104,546
